method,time_days,skill_mean,skill_std
PI-NPZ,0.041666666666666664,0.8638526582074884,0.07480700014868544
PI-NPZ,0.048611111111111105,0.8638617858235873,0.07479369572903094
PI-NPZ,0.05555555555555555,0.863870614028064,0.07478044071531444
PI-NPZ,0.0625,0.8638791251177345,0.07476728742286204
PI-NPZ,0.06944444444444445,0.8638873407552526,0.07475425068242939
PI-NPZ,0.07638888888888888,0.8638952332947472,0.07474143557248712
PI-NPZ,0.08333333333333333,0.8639027818607209,0.07472875154117928
PI-NPZ,0.09027777777777778,0.8639100341333311,0.07471614594005581
PI-NPZ,0.09722222222222221,0.8639169275969123,0.07470377060995136
PI-NPZ,0.10416666666666666,0.8639235362684727,0.07469159359736244
PI-NPZ,0.1111111111111111,0.8639296943347938,0.07467978460053377
PI-NPZ,0.11805555555555555,0.8639354503400091,0.074668321487158
PI-NPZ,0.125,0.8639408612404265,0.07465696266677566
PI-NPZ,0.13194444444444445,0.8639458519580144,0.07464587371524566
