dataset,method,index,jo_b,jb_b,J_total_b,jo_a,jb_a,J_total_a,misfitb,misfita,Improvement,pct_drop_J,pct_drop_Jo,pct_drop_Jb,cg_iterations,converged,exit_code,runtime,log_runtime,jo_jb_ratio,log_jo_jb_ratio,pct_drop_J_100
irreg_sparse,Traditional-NPZ,2823,153.37946014403974,0.0,76.68973007201987,133.31580689341132,3.082851503289863,68.1993291983506,1.6990435522118952,1.51629435041817,10.756004550666965,0.11071105434451102,0.13081056115197237,,42,1,0,9.8004150390625,0.9912444680759506,43.24431674738256,1.6359290397214783,11.071105434451102
irreg_sparse,Traditional-NPZ,2824,201.76589984742125,0.0,100.88294992371063,161.44694946688037,2.4672076353751766,81.95707855112778,1.7736917954343063,1.5329112185948361,13.575108001247344,0.18760227954173533,0.1998303499800053,,42,1,0,9.801578998565674,0.9912960445828112,65.43711487919819,1.815824143052239,18.760227954173534
irreg_sparse,Traditional-NPZ,2825,1306.1913372163501,0.0,653.0956686081751,831.3180390200747,12.779675970667403,422.04885749537107,3.9752218271967115,3.1121601688420584,21.711031380688407,0.3537717706889595,0.36355569407487204,,42,1,0,9.725013494491577,0.9878902126279934,65.05000916519013,1.813247362087324,35.377177068895946
irreg_sparse,Traditional-NPZ,2826,1485.129907030009,0.0,742.5649535150045,839.0463415779758,49.68221215234508,444.36427686516043,5.119952114801214,3.679421492565006,28.135626856192538,0.4015819427489565,0.43503505140778115,,42,1,0,10.027787685394287,1.0012051302285587,16.888264536311947,1.2275850231040024,40.15819427489565
irreg_sparse,Traditional-NPZ,2827,2654.9789681985326,0.0,1327.4894840992663,1587.4307962297923,26.593594631817638,807.012195430805,5.307334913258813,4.087005300706302,22.99326559369518,0.39207639299803393,0.40209289216821836,,41,1,0,9.506761074066162,0.9780325792661688,59.69222356764538,1.7759177568975746,39.20763929980339
irreg_sparse,Traditional-NPZ,2828,1783.5526275994234,0.0,891.7763137997117,1315.007683839358,36.05727790418073,675.5324808717693,4.662798017560515,3.8675803768840797,17.054516144203,0.24248662986636543,0.262703178201534,,42,1,0,9.755190372467041,0.9892357490667962,36.46996557349347,1.561935353353571,24.248662986636543
irreg_sparse,Traditional-NPZ,2829,9735.361444016415,0.0,4867.680722008207,5719.724280579421,63.3953749144693,2891.5598277469453,10.701119208302266,7.970508351323334,25.517058578886203,0.4059676480683381,0.4124795146568595,,41,1,0,9.486941576004028,0.9771262260474062,90.22305315326649,1.9553175195604102,40.59676480683381
irreg_sparse,Traditional-NPZ,2830,1220.9417663528782,0.0,610.4708831764391,716.3927631896219,21.916030370159508,369.1543967798907,4.217333225092137,3.203208498738442,24.046587552529452,0.395295652989895,0.4132457559138254,,42,1,0,9.809438943862915,0.9916441683837736,32.68807129255716,1.514389296483992,39.529565298989496
irreg_sparse,Traditional-NPZ,2831,5370.856322749236,0.0,2685.428161374618,3128.4285906152636,36.994313587289255,1582.7114521012763,8.024867908830839,5.99658730038839,25.274940740276357,0.4106297554833426,0.4175177285297622,,43,1,0,10.036584377288818,1.0015859400522242,84.56512061600054,1.9271912726430525,41.06297554833426
irreg_sparse,Traditional-NPZ,2832,4000.6627025750554,0.0,2000.3313512875277,2662.4883168420984,58.69006175039801,1360.5891892962482,6.327227943394107,5.268796338623419,16.72820410833682,0.31981809492687546,0.3344881798887048,,41,1,0,9.55130386352539,0.9800626618541025,45.36523284240781,1.6567231442866663,31.981809492687546
irreg_sparse,Traditional-NPZ,2833,1696.9642112835786,0.0,848.4821056417893,1190.8110574488962,8.208313024522269,599.5096852367093,3.941311986821781,3.2641245937373577,17.18177589971754,0.29343272975304296,0.2982697869932269,,42,1,0,9.814399480819702,0.9918637313282774,145.07378725584147,2.161588948767518,29.343272975304295
irreg_sparse,Traditional-NPZ,2834,461.9780118248616,0.0,230.9890059124308,277.2967262687243,10.513205152333864,143.90496571052907,2.7183604578436995,2.0674061536306825,23.94657788428019,0.37700512999703445,0.3997620683863868,,42,1,0,9.776794910430908,0.9901965050076197,26.37604063183017,1.42120960315868,37.70051299970344
irreg_sparse,Traditional-NPZ,2835,333.1407659655696,0.0,166.5703829827848,269.67733850544084,8.906808601738705,139.29207355358977,2.0300796758475825,1.6691938471704528,17.776929298425472,0.16376446365026523,0.19050033482449202,,42,1,0,9.802980184555054,0.991358124769227,30.277661793787388,1.481122333533955,16.376446365026524
irreg_sparse,Traditional-NPZ,2836,3892.6762561929054,0.0,1946.3381280964527,2583.963888449562,61.238870824168195,1322.6013796368652,6.306704132933814,5.262203821142562,16.561745878276373,0.3204667983715713,0.3361986154541614,,41,1,0,9.717557191848755,0.9875571053137215,42.19483236176506,1.6252592657912102,32.046679837157136
irreg_sparse,Traditional-NPZ,2837,475.6857081544968,0.0,237.8428540772484,360.66846510377786,4.069098922826859,182.36878201330236,2.0073583574853484,1.712445655578271,14.691582138653086,0.2332383383102557,0.24179251358412218,,42,1,0,9.818897008895874,0.9920627047060672,88.6359540389882,1.9476099236180546,23.32383383102557
irreg_sparse,Traditional-NPZ,2838,545.7374710242518,0.0,272.8687355121259,363.23138437385734,32.80706697610026,198.0192256749788,3.864372793349733,2.9990555158916776,22.39217911240849,0.2743059211113649,0.3344210290487533,,42,1,0,9.831833839416504,0.9926345302491969,11.071742092594535,1.0442159606867802,27.43059211113649
irreg_sparse,Traditional-NPZ,2839,750.1571227786376,0.0,375.0785613893188,509.5137253072583,9.238741894004022,259.37623360063117,3.166733535577559,2.5292086374849037,20.131940086849824,0.3084749161885383,0.32079065860231826,,42,1,0,9.670511245727539,0.9854494343031942,55.14968717092688,1.7415430533070244,30.84749161885383
irreg_sparse,Traditional-NPZ,2840,1612.9439717965627,0.0,806.4719858982813,962.3021763200062,56.05979854245701,509.1809874312316,5.4504905379967745,3.966936490122321,27.218725315312735,0.36863152554011525,0.4033877226075281,,42,1,0,9.701694011688232,0.9868475729976366,17.165637432521358,1.2346599352471492,36.86315255401153
irreg_sparse,Traditional-NPZ,2841,6183.990345280969,0.0,3091.9951726404847,4076.8080722612112,34.29216380656483,2055.550118033888,7.522389214376127,6.0570048999972315,19.48030436365061,0.3352026755337717,0.3407479888172462,,41,1,0,9.479243278503418,0.976773669290861,118.88453861522598,2.0751253766480167,33.52026755337717
irreg_sparse,Traditional-NPZ,2842,6583.116746825148,0.0,3291.558373412574,4150.2718639296345,30.311868132356675,2090.2918660309956,8.217014700075241,6.406907887844281,22.028764439406263,0.36495373045325846,0.36955821633708774,,40,1,0,9.303152561187744,0.9686301429540566,136.91903929535079,2.136463843210569,36.49537304532585
irreg_sparse,Traditional-NPZ,2843,5548.328063158144,0.0,2774.164031579072,3347.1945168954344,58.18169102605538,1702.688103960745,7.487235392800763,5.80484644718696,22.470095533946726,0.38623380428173026,0.39672015086465706,,40,1,0,9.280517101287842,0.9675721753545572,57.53003149043,1.7598946117469705,38.62338042817303
irreg_sparse,Traditional-NPZ,2844,8341.520191496862,0.0,4170.760095748431,5045.33915962826,98.54948046284332,2571.9443200455516,9.09323099270697,7.089106666824069,22.039738432799798,0.38333918494441155,0.39515351592970394,,40,1,0,9.120683431625366,0.9600273821291906,51.195999572321774,1.709236026766017,38.33391849444116
irreg_sparse,Traditional-NPZ,2845,267.45630348030545,0.0,133.72815174015273,212.22578861076397,10.435032229430687,111.33041042009732,2.3946310571917038,2.014131550933637,15.88969228121081,0.1674871074534588,0.20650294702666622,,42,1,0,9.618305921554565,0.9830985862052594,20.337818220839605,1.3083043612970213,16.74871074534588
irreg_sparse,Traditional-NPZ,2846,825.2350131234532,0.0,412.6175065617266,509.80515990708597,9.500682144378072,259.65292102573204,3.4467026801041993,2.692910680152942,21.86994556572745,0.3707176334097483,0.38223033220862584,,42,1,0,9.651947736740112,0.9846149616301562,53.65984801509835,1.7296494382521037,37.071763340974826
irreg_sparse,Traditional-NPZ,2847,284.92171043437975,0.0,142.46085521718987,175.93951175973393,4.398130013807353,90.16882088677065,1.6664745856171428,1.145473506095368,31.263667866187912,0.3670624765708234,0.3824987520554194,,42,1,0,9.656652212142944,0.9848265904125161,40.00325393005548,1.60209531898775,36.70624765708234
irreg_sparse,Traditional-NPZ,2848,217.97402536442178,0.0,108.98701268221089,174.51049150820398,6.263596854093615,90.3870441811488,1.8528113098853882,1.49934989168612,19.077032632164396,0.1706622472101029,0.19939776669973822,,42,1,0,9.76528787612915,0.9896850506112295,27.861066983286367,1.44499774439521,17.06622472101029
