method,dataset,metric,value
PI-NPZ,baseline,Computational Time (s),1.2626972198486328
PI-NPZ,baseline,Computational Time (s),1.5398333072662354
PI-NPZ,baseline,Computational Time (s),1.1210181713104248
PI-NPZ,baseline,Computational Time (s),1.2672038078308105
PI-NPZ,baseline,Computational Time (s),1.195997714996338
PI-NPZ,baseline,Computational Time (s),1.183225393295288
PI-NPZ,baseline,Computational Time (s),1.1063542366027832
PI-NPZ,baseline,Computational Time (s),1.029376745223999
PI-NPZ,baseline,Computational Time (s),1.0196669101715088
PI-NPZ,baseline,Computational Time (s),1.6518774032592773
PI-NPZ,baseline,Computational Time (s),1.8858671188354492
PI-NPZ,baseline,Computational Time (s),1.4118726253509521
PI-NPZ,baseline,Computational Time (s),1.1027631759643555
PI-NPZ,baseline,Computational Time (s),1.0242066383361816
PI-NPZ,baseline,Computational Time (s),1.2748565673828125
PI-NPZ,baseline,Computational Time (s),1.5651345252990723
PI-NPZ,baseline,Computational Time (s),1.076326847076416
PI-NPZ,baseline,Computational Time (s),1.0452494621276855
PI-NPZ,baseline,Computational Time (s),1.4484939575195312
PI-NPZ,baseline,Computational Time (s),1.0907871723175049
PI-NPZ,baseline,Computational Time (s),1.2849230766296387
PI-NPZ,baseline,Computational Time (s),1.6135454177856445
PI-NPZ,baseline,Computational Time (s),1.16776704788208
PI-NPZ,baseline,Computational Time (s),1.5144214630126953
PI-NPZ,baseline,Computational Time (s),1.1720716953277588
PI-NPZ,baseline,Computational Time (s),1.0813186168670654
PI-NPZ,baseline,Computational Time (s),1.003711462020874
PI-NPZ,baseline,Computational Time (s),1.358957290649414
PI-NPZ,baseline,Computational Time (s),1.1174955368041992
PI-NPZ,baseline,Computational Time (s),1.269662618637085
PI-NPZ,baseline,Computational Time (s),1.3389217853546143
PI-NPZ,baseline,Computational Time (s),1.2444603443145752
PI-NPZ,baseline,Computational Time (s),1.1495096683502197
PI-NPZ,baseline,Computational Time (s),1.3815689086914062
PI-NPZ,baseline,Computational Time (s),1.1833539009094238
PI-NPZ,baseline,Computational Time (s),1.0116510391235352
PI-NPZ,baseline,Computational Time (s),1.3200550079345703
PI-NPZ,baseline,Computational Time (s),1.0818231105804443
PI-NPZ,baseline,Computational Time (s),1.116553783416748
PI-NPZ,baseline,Computational Time (s),1.3947434425354004
PI-NPZ,baseline,Computational Time (s),1.119619607925415
PI-NPZ,baseline,Computational Time (s),1.1581344604492188
PI-NPZ,baseline,Computational Time (s),1.4606003761291504
PI-NPZ,baseline,Computational Time (s),1.0645337104797363
PI-NPZ,baseline,Computational Time (s),1.5466949939727783
PI-NPZ,baseline,Computational Time (s),1.0487394332885742
PI-NPZ,baseline,Computational Time (s),1.3756000995635986
PI-NPZ,baseline,Computational Time (s),1.3863673210144043
PI-NPZ,baseline,Computational Time (s),1.110304594039917
PI-NPZ,baseline,Computational Time (s),1.0256547927856445
PI-NPZ,baseline,Computational Time (s),1.615487813949585
PI-NPZ,baseline,Computational Time (s),1.0770843029022217
PI-NPZ,baseline,Computational Time (s),1.2164733409881592
PI-NPZ,baseline,Computational Time (s),1.0829565525054932
PI-NPZ,baseline,Computational Time (s),1.1794872283935547
PI-NPZ,baseline,Computational Time (s),1.0409350395202637
PI-NPZ,baseline,Computational Time (s),1.1419792175292969
PI-NPZ,baseline,Computational Time (s),1.0393238067626953
PI-NPZ,baseline,Computational Time (s),1.3634397983551025
PI-NPZ,baseline,Computational Time (s),1.0781896114349365
PI-NPZ,baseline,Computational Time (s),1.0375173091888428
PI-NPZ,baseline,Computational Time (s),1.3071610927581787
PI-NPZ,baseline,Computational Time (s),1.105410099029541
PI-NPZ,baseline,Computational Time (s),1.084831714630127
PI-NPZ,baseline,Computational Time (s),1.523677110671997
PI-NPZ,baseline,Computational Time (s),1.4709885120391846
PI-NPZ,baseline,Computational Time (s),1.2072880268096924
PI-NPZ,baseline,Computational Time (s),1.2650525569915771
PI-NPZ,baseline,Computational Time (s),1.2743840217590332
PI-NPZ,baseline,Computational Time (s),1.064004898071289
PI-NPZ,baseline,Computational Time (s),1.408635139465332
PI-NPZ,baseline,Computational Time (s),1.2765495777130127
PI-NPZ,baseline,Computational Time (s),1.6946227550506592
PI-NPZ,baseline,Computational Time (s),1.0497121810913086
PI-NPZ,baseline,Computational Time (s),1.3897545337677002
PI-NPZ,baseline,Computational Time (s),1.4664640426635742
PI-NPZ,baseline,Computational Time (s),1.0678520202636719
PI-NPZ,baseline,Computational Time (s),1.9112789630889893
PI-NPZ,baseline,Computational Time (s),1.1605420112609863
PI-NPZ,baseline,Computational Time (s),1.3080763816833496
PI-NPZ,baseline,Computational Time (s),1.266984224319458
PI-NPZ,baseline,Computational Time (s),1.0834324359893799
PI-NPZ,baseline,Computational Time (s),1.0868568420410156
PI-NPZ,baseline,Computational Time (s),1.4811999797821045
PI-NPZ,baseline,Computational Time (s),1.2483017444610596
PI-NPZ,baseline,Computational Time (s),1.4226226806640625
PI-NPZ,baseline,Computational Time (s),1.2772760391235352
PI-NPZ,baseline,Computational Time (s),1.041609287261963
PI-NPZ,baseline,Computational Time (s),1.2350659370422363
PI-NPZ,baseline,Computational Time (s),1.2255041599273682
PI-NPZ,baseline,Computational Time (s),1.0594005584716797
PI-NPZ,baseline,Computational Time (s),1.0677869319915771
PI-NPZ,baseline,Computational Time (s),1.0988869667053223
PI-NPZ,baseline,Computational Time (s),1.07774019241333
PI-NPZ,baseline,Computational Time (s),1.2172329425811768
PI-NPZ,baseline,Computational Time (s),1.0894291400909424
PI-NPZ,baseline,Computational Time (s),1.5016465187072754
PI-NPZ,baseline,Computational Time (s),1.2778277397155762
PI-NPZ,baseline,Computational Time (s),1.335702657699585
PI-NPZ,baseline,Computational Time (s),1.1103317737579346
PI-NPZ,baseline,Computational Time (s),1.2365140914916992
PI-NPZ,baseline,Computational Time (s),1.0752637386322021
PI-NPZ,baseline,Computational Time (s),1.1880042552947998
PI-NPZ,baseline,Computational Time (s),1.0121352672576904
PI-NPZ,baseline,Computational Time (s),1.2191870212554932
PI-NPZ,baseline,Computational Time (s),1.1810173988342285
PI-NPZ,baseline,Computational Time (s),1.2569267749786377
PI-NPZ,baseline,Computational Time (s),1.0966227054595947
PI-NPZ,baseline,Computational Time (s),1.0187346935272217
PI-NPZ,baseline,Computational Time (s),1.0320680141448975
PI-NPZ,baseline,Computational Time (s),1.5314526557922363
PI-NPZ,baseline,Computational Time (s),1.5686206817626953
PI-NPZ,baseline,Computational Time (s),1.5024921894073486
PI-NPZ,baseline,Computational Time (s),0.9751601219177246
PI-NPZ,baseline,Computational Time (s),1.0819275379180908
PI-NPZ,baseline,Computational Time (s),1.2675580978393555
PI-NPZ,baseline,Computational Time (s),1.083024024963379
PI-NPZ,baseline,Computational Time (s),1.0334815979003906
PI-NPZ,baseline,Computational Time (s),1.1746692657470703
PI-NPZ,baseline,Computational Time (s),1.1206750869750977
PI-NPZ,baseline,Computational Time (s),1.3190934658050537
PI-NPZ,baseline,Computational Time (s),1.0921907424926758
PI-NPZ,baseline,Computational Time (s),1.455538272857666
PI-NPZ,baseline,Computational Time (s),1.3137023448944092
PI-NPZ,baseline,Computational Time (s),1.1242244243621826
PI-NPZ,baseline,Computational Time (s),1.0475807189941406
PI-NPZ,baseline,Computational Time (s),1.0806207656860352
PI-NPZ,baseline,Computational Time (s),1.0452125072479248
PI-NPZ,baseline,Computational Time (s),0.9982364177703857
PI-NPZ,baseline,Computational Time (s),1.3657379150390625
PI-NPZ,baseline,Computational Time (s),1.0867605209350586
PI-NPZ,baseline,Computational Time (s),1.0267703533172607
PI-NPZ,baseline,Computational Time (s),1.161386489868164
PI-NPZ,baseline,Computational Time (s),1.0042989253997803
PI-NPZ,baseline,Computational Time (s),1.0375981330871582
PI-NPZ,baseline,Computational Time (s),1.3575074672698975
PI-NPZ,baseline,Computational Time (s),1.0531151294708252
PI-NPZ,baseline,Computational Time (s),1.4461419582366943
PI-NPZ,baseline,Computational Time (s),1.1624491214752197
PI-NPZ,baseline,Computational Time (s),1.1075549125671387
PI-NPZ,baseline,Computational Time (s),1.1806552410125732
PI-NPZ,baseline,Computational Time (s),0.9488937854766846
PI-NPZ,baseline,Computational Time (s),1.6360836029052734
PI-NPZ,baseline,Computational Time (s),1.3473858833312988
PI-NPZ,baseline,Computational Time (s),1.0614013671875
PI-NPZ,baseline,Computational Time (s),1.1828742027282715
PI-NPZ,baseline,Computational Time (s),1.2814335823059082
PI-NPZ,baseline,Computational Time (s),1.1292920112609863
PI-NPZ,baseline,Computational Time (s),1.2316226959228516
PI-NPZ,baseline,Computational Time (s),1.3805172443389893
PI-NPZ,baseline,Computational Time (s),1.070113182067871
PI-NPZ,baseline,Computational Time (s),1.3622138500213623
PI-NPZ,baseline,Computational Time (s),1.0860137939453125
PI-NPZ,baseline,Computational Time (s),1.4336974620819092
PI-NPZ,baseline,Computational Time (s),1.113386869430542
PI-NPZ,baseline,Computational Time (s),1.1431224346160889
PI-NPZ,baseline,Computational Time (s),1.2621681690216064
PI-NPZ,baseline,Computational Time (s),1.2456107139587402
PI-NPZ,baseline,Computational Time (s),1.6305196285247803
PI-NPZ,baseline,Computational Time (s),1.1559169292449951
PI-NPZ,baseline,Computational Time (s),1.5354268550872803
PI-NPZ,baseline,Computational Time (s),1.822707176208496
PI-NPZ,baseline,Computational Time (s),1.1798591613769531
PI-NPZ,baseline,Computational Time (s),1.5971567630767822
PI-NPZ,baseline,Computational Time (s),1.1716933250427246
PI-NPZ,baseline,Computational Time (s),1.460512638092041
PI-NPZ,baseline,Computational Time (s),1.1356351375579834
PI-NPZ,baseline,Computational Time (s),1.1990692615509033
PI-NPZ,baseline,Computational Time (s),1.315079689025879
PI-NPZ,baseline,Computational Time (s),1.054640769958496
PI-NPZ,baseline,Computational Time (s),1.1373484134674072
PI-NPZ,baseline,Computational Time (s),1.101236343383789
PI-NPZ,baseline,Computational Time (s),1.4462273120880127
PI-NPZ,baseline,Computational Time (s),1.4320361614227295
PI-NPZ,baseline,Computational Time (s),1.1903786659240723
PI-NPZ,baseline,Computational Time (s),1.1369428634643555
PI-NPZ,baseline,Computational Time (s),1.1507058143615723
PI-NPZ,baseline,Computational Time (s),1.8772141933441162
PI-NPZ,baseline,Computational Time (s),1.1059777736663818
PI-NPZ,baseline,Computational Time (s),1.0078935623168945
PI-NPZ,baseline,Computational Time (s),1.0811502933502197
PI-NPZ,baseline,Computational Time (s),1.1097145080566406
PI-NPZ,baseline,Computational Time (s),1.0959761142730713
PI-NPZ,baseline,Computational Time (s),1.15987229347229
PI-NPZ,baseline,Computational Time (s),1.1899604797363281
PI-NPZ,baseline,Computational Time (s),1.4040169715881348
PI-NPZ,baseline,Computational Time (s),1.489905834197998
PI-NPZ,baseline,Computational Time (s),1.3770203590393066
PI-NPZ,baseline,Computational Time (s),1.1130197048187256
PI-NPZ,baseline,Computational Time (s),1.1389093399047852
PI-NPZ,baseline,Computational Time (s),1.026623010635376
PI-NPZ,baseline,Computational Time (s),1.1699731349945068
PI-NPZ,baseline,Computational Time (s),1.1405529975891113
PI-NPZ,baseline,Computational Time (s),1.1297821998596191
PI-NPZ,baseline,Computational Time (s),1.247293472290039
PI-NPZ,baseline,Computational Time (s),1.0870492458343506
PI-NPZ,baseline,Computational Time (s),1.1407508850097656
PI-NPZ,baseline,Computational Time (s),1.137690544128418
PI-NPZ,baseline,Computational Time (s),1.1058683395385742
PI-NPZ,baseline,Computational Time (s),1.1361112594604492
PI-NPZ,baseline,Computational Time (s),1.0997869968414307
PI-NPZ,baseline,Computational Time (s),0.9276754856109619
PI-NPZ,baseline,Computational Time (s),1.0927717685699463
PI-NPZ,baseline,Computational Time (s),1.0075831413269043
PI-NPZ,baseline,Computational Time (s),1.4051458835601807
PI-NPZ,baseline,Computational Time (s),0.9644298553466797
PI-NPZ,baseline,Computational Time (s),1.3707571029663086
PI-NPZ,baseline,Computational Time (s),1.2599947452545166
PI-NPZ,baseline,Computational Time (s),1.0321264266967773
PI-NPZ,baseline,Computational Time (s),1.3078854084014893
PI-NPZ,baseline,Computational Time (s),1.124361276626587
PI-NPZ,baseline,Computational Time (s),1.41739821434021
PI-NPZ,baseline,Computational Time (s),1.1948907375335693
PI-NPZ,baseline,Computational Time (s),1.0162901878356934
PI-NPZ,baseline,Computational Time (s),1.539109468460083
PI-NPZ,baseline,Computational Time (s),1.1711697578430176
PI-NPZ,baseline,Computational Time (s),1.1291484832763672
PI-NPZ,baseline,Computational Time (s),1.0713140964508057
PI-NPZ,baseline,Computational Time (s),1.5822882652282715
PI-NPZ,baseline,Computational Time (s),1.4394137859344482
PI-NPZ,baseline,Computational Time (s),1.1774778366088867
PI-NPZ,baseline,Computational Time (s),1.1169288158416748
PI-NPZ,baseline,Computational Time (s),1.3205041885375977
PI-NPZ,baseline,Computational Time (s),1.2457060813903809
PI-NPZ,baseline,Computational Time (s),1.2302203178405762
PI-NPZ,baseline,Computational Time (s),1.3509068489074707
PI-NPZ,baseline,Computational Time (s),1.032496452331543
PI-NPZ,baseline,Computational Time (s),1.358109951019287
PI-NPZ,baseline,Computational Time (s),1.155275583267212
PI-NPZ,baseline,Computational Time (s),0.9723858833312988
PI-NPZ,baseline,Computational Time (s),1.1036083698272705
PI-NPZ,baseline,Computational Time (s),1.0999460220336914
PI-NPZ,baseline,Computational Time (s),1.1592645645141602
PI-NPZ,baseline,Computational Time (s),1.434887170791626
PI-NPZ,baseline,Computational Time (s),1.5066969394683838
PI-NPZ,baseline,Computational Time (s),1.0754573345184326
PI-NPZ,baseline,Computational Time (s),1.270362377166748
PI-NPZ,baseline,Computational Time (s),1.5386860370635986
PI-NPZ,baseline,Computational Time (s),1.2100250720977783
PI-NPZ,baseline,Computational Time (s),1.1290054321289062
PI-NPZ,baseline,Computational Time (s),1.135648488998413
PI-NPZ,baseline,Computational Time (s),1.3823974132537842
PI-NPZ,baseline,Computational Time (s),1.0369246006011963
PI-NPZ,baseline,Computational Time (s),1.4314165115356445
PI-NPZ,baseline,Computational Time (s),1.262010097503662
PI-NPZ,baseline,Computational Time (s),1.2857599258422852
PI-NPZ,baseline,Computational Time (s),1.1256709098815918
PI-NPZ,baseline,Computational Time (s),1.1775166988372803
PI-NPZ,baseline,Computational Time (s),1.1418945789337158
PI-NPZ,baseline,Computational Time (s),1.0582516193389893
PI-NPZ,baseline,Computational Time (s),1.234520435333252
PI-NPZ,baseline,Computational Time (s),1.255373477935791
PI-NPZ,baseline,Computational Time (s),1.0218639373779297
PI-NPZ,baseline,Computational Time (s),1.2799763679504395
PI-NPZ,baseline,Computational Time (s),1.2829477787017822
PI-NPZ,baseline,Computational Time (s),1.1221065521240234
PI-NPZ,baseline,Computational Time (s),1.3211908340454102
PI-NPZ,baseline,Computational Time (s),1.1374812126159668
PI-NPZ,baseline,Computational Time (s),1.0331170558929443
PI-NPZ,baseline,Computational Time (s),1.079500675201416
PI-NPZ,baseline,Computational Time (s),1.3112058639526367
PI-NPZ,baseline,Computational Time (s),1.0422282218933105
PI-NPZ,baseline,Computational Time (s),1.0944955348968506
PI-NPZ,baseline,Computational Time (s),1.2997701168060303
PI-NPZ,baseline,Computational Time (s),1.0008535385131836
PI-NPZ,baseline,Computational Time (s),1.1491503715515137
PI-NPZ,baseline,Computational Time (s),1.133211374282837
PI-NPZ,baseline,Computational Time (s),1.2835047245025635
PI-NPZ,baseline,Computational Time (s),1.2440791130065918
PI-NPZ,baseline,Computational Time (s),1.1919524669647217
PI-NPZ,baseline,Computational Time (s),1.0740437507629395
PI-NPZ,baseline,Computational Time (s),1.070082426071167
PI-NPZ,baseline,Computational Time (s),0.9906971454620361
PI-NPZ,baseline,Computational Time (s),1.0775842666625977
PI-NPZ,baseline,Computational Time (s),1.1023037433624268
PI-NPZ,baseline,Computational Time (s),1.163581132888794
PI-NPZ,baseline,Computational Time (s),1.6141242980957031
PI-NPZ,baseline,Computational Time (s),1.1451778411865234
PI-NPZ,baseline,Computational Time (s),1.4208910465240479
PI-NPZ,baseline,Computational Time (s),1.3156368732452393
PI-NPZ,baseline,Computational Time (s),1.0263347625732422
PI-NPZ,baseline,Computational Time (s),1.1553852558135986
PI-NPZ,baseline,Computational Time (s),1.0166254043579102
PI-NPZ,baseline,Computational Time (s),1.435960054397583
PI-NPZ,baseline,Computational Time (s),1.3224468231201172
PI-NPZ,baseline,Computational Time (s),1.2783312797546387
PI-NPZ,baseline,Computational Time (s),1.059929370880127
PI-NPZ,baseline,Computational Time (s),1.306730031967163
PI-NPZ,baseline,Computational Time (s),1.3880586624145508
PI-NPZ,baseline,Computational Time (s),1.049506664276123
PI-NPZ,baseline,Computational Time (s),0.9237575531005859
PI-NPZ,baseline,Computational Time (s),1.0550742149353027
PI-NPZ,baseline,Computational Time (s),1.0966932773590088
PI-NPZ,baseline,Computational Time (s),1.4759833812713623
PI-NPZ,baseline,Computational Time (s),1.4149692058563232
PI-NPZ,baseline,Computational Time (s),1.662245750427246
