dataset,index,N_perturbed,P_perturbed,Z_perturbed,distance_N,distance_P,distance_Z,distance_total_L2,distance_total_L1,rk4_run_time,pinn_run_time
baseline,7071,1.494423456591862,0.24413833259127654,0.1043308950593297,0.10557654340813816,0.05586166740872345,0.004330895059329695,0.11952275538870513,0.1657691058761913,0.03129100799560547,1.2033734321594238
baseline,7072,1.5335078407954201,0.20347543787819752,0.11213588070695457,0.06649215920457996,0.09652456212180247,0.012135880706954566,0.11783665783204453,0.175152602033337,0.0299685001373291,1.2030870914459229
baseline,7073,1.5365338020521873,0.4736474519337316,0.09861407839353867,0.06346619794781283,0.1736474519337316,0.0013859216064613378,0.18488730790329508,0.23849957148800577,0.02918410301208496,1.2023932933807373
baseline,7074,1.5916638087470987,0.3003341811056917,0.1394547354475584,0.008336191252901415,0.0003341811056917221,0.0394547354475584,0.0403271609570172,0.048125107806151535,0.029186010360717773,1.2015669345855713
baseline,7075,1.5620230582305992,0.2862376072262154,0.08098732122180982,0.03797694176940092,0.013762392773784604,0.019012678778190184,0.04464452391211077,0.0707520133213757,0.029200077056884766,1.20253324508667
baseline,7076,1.6321099305571511,0.4004906810967699,0.12392484733158707,0.032109930557151056,0.1004906810967699,0.023924847331587062,0.10817496451359492,0.15652545898550801,0.02918720245361328,1.2046575546264648
baseline,7077,1.5346543580383503,0.38168916808286224,0.101745896690434,0.06534564196164983,0.08168916808286225,0.0017458966904339984,0.10462419060955223,0.1487807067349461,0.029146671295166016,1.204087257385254
baseline,7078,1.5635055644872111,0.32725111794841777,0.1025945419835788,0.03649443551278897,0.02725111794841778,0.0025945419835787936,0.04562015893155397,0.06634009544478554,0.029096603393554688,1.2040324211120605
baseline,7079,1.7026837694765726,0.24646170134224893,0.18029183455109765,0.10268376947657254,0.05353829865775106,0.08029183455109765,0.14091516821359323,0.23651390268542125,0.029108047485351562,1.2040884494781494
baseline,7080,1.6142652231517252,0.2416493658460718,0.16789086335026332,0.01426522315172507,0.05835063415392819,0.06789086335026331,0.09065022021031284,0.14050672065591657,0.029046297073364258,1.2023673057556152
baseline,7081,1.5760596152541415,0.2812835550799126,0.08614355345719939,0.02394038474585858,0.018716444920087394,0.013856446542800618,0.03339832994357494,0.05651327620874659,0.029092788696289062,1.2034242153167725
baseline,7082,1.3959035925950036,0.21780288383238774,0.09190340043805156,0.20409640740499646,0.08219711616761224,0.008096599561948442,0.2201755307620826,0.29439012313455715,0.02966451644897461,1.204850673675537
baseline,7083,1.536001337154113,0.31864532455878847,0.10923708440321861,0.06399866284588707,0.01864532455878848,0.009237084403218604,0.06729636470297835,0.09188107180789415,0.029723644256591797,1.2041857242584229
baseline,7084,1.597062806831756,0.2899982702801423,0.1471890008532165,0.0029371931682440344,0.010001729719857688,0.047189000853216506,0.04832663347080502,0.06012792374131823,0.02968120574951172,1.2036480903625488
baseline,7085,1.5656291058676441,0.3483275202959243,0.10794231051137518,0.034370894132355945,0.0483275202959243,0.007942310511375172,0.05983299990531726,0.09064072493965541,0.02970147132873535,1.2043843269348145
baseline,7086,1.5852613917473801,0.3424039895789788,0.10126737624356946,0.014738608252619967,0.042403989578978785,0.0012673762435694569,0.04491025660114962,0.05840997407516821,0.029685258865356445,1.203101396560669
baseline,7087,1.5318346809178192,0.3884342891729455,0.051643730674633875,0.06816531908218093,0.08843428917294549,0.04835626932536613,0.12167770136786374,0.20495587758049255,0.02969646453857422,1.2029967308044434
baseline,7088,1.6179697506785766,0.3168695089206348,0.09257741512145545,0.017969750678576535,0.016869508920634824,0.0074225848785445525,0.02574076605217448,0.04226184447775591,0.02981734275817871,1.2023537158966064
baseline,7089,1.682365709898342,0.28866566916591285,0.07321667940890757,0.08236570989834191,0.011334330834087136,0.026783320591092438,0.08734943322311596,0.12048336132352148,0.02978348731994629,1.2035574913024902
baseline,7090,1.6065394983860812,0.2635322602682264,0.12384478585669628,0.006539498386081144,0.036467739731773585,0.023844785856696277,0.04405944725978344,0.066852023974551,0.02975177764892578,1.2030117511749268
baseline,7091,1.6751537227223878,0.343674289864207,0.09413210340385723,0.07515372272238774,0.04367428986420702,0.0058678965961427715,0.08712036412136567,0.12469590918273753,0.029752731323242188,1.2033774852752686
baseline,7092,1.5787050748090274,0.2810595616127266,0.14393088001887044,0.021294925190972647,0.018940438387273384,0.04393088001887044,0.05236541095440397,0.08416624359711647,0.029572486877441406,1.2035393714904785
baseline,7093,1.6629581585262332,0.3137030532589384,0.14455856779026438,0.0629581585262331,0.013703053258938391,0.044558567790264375,0.07833881130800482,0.12121977957543587,0.029782772064208984,1.20402193069458
baseline,7094,1.6112991288219722,0.36724947024015187,0.108685857777842,0.011299128821972149,0.06724947024015188,0.00868585777784199,0.06874304099364162,0.08723445683996602,0.029801368713378906,1.2020750045776367
baseline,7095,1.6266179271531906,0.3548568366260809,0.08110421548030422,0.026617927153190557,0.05485683662608093,0.018895784519695785,0.06383445185139344,0.10037054829896727,0.02984142303466797,1.2041118144989014
baseline,7096,1.4755719858064682,0.22198782680177956,0.10131407515984743,0.12442801419353189,0.07801217319822043,0.0013140751598474248,0.14686713954040448,0.20375426255159973,0.029819726943969727,1.2027511596679688
baseline,7097,1.6397808824148783,0.3648276552649581,0.12977163122809499,0.039780882414878205,0.0648276552649581,0.02977163122809498,0.08167921105667154,0.13438016890793128,0.029805660247802734,1.2039856910705566
baseline,7098,1.569003075477344,0.16995688124555505,0.10227764979238332,0.03099692452265601,0.13004311875444494,0.0022776497923833183,0.13370568332656113,0.16331769306948427,0.029714345932006836,1.215153455734253
baseline,7099,1.5392826191194517,0.3006019740893968,0.07288594391156251,0.060717380880548344,0.0006019740893968284,0.02711405608843749,0.06649913346326264,0.08843341105838266,0.029834508895874023,1.2084197998046875
baseline,7100,1.508836802875905,0.21845112105844172,0.17004155028678403,0.09116319712409515,0.08154887894155827,0.07004155028678402,0.14094951909491443,0.24275362635243744,0.02970266342163086,1.2215814590454102
baseline,7101,1.6726880589709225,0.2959079205628614,0.08203993558576941,0.07268805897092245,0.004092079437138574,0.017960064414230592,0.0749857516121794,0.09474020282229162,0.029765605926513672,1.2406578063964844
baseline,7102,1.5603870230156651,0.2076776378679318,0.11418524680895531,0.03961297698433497,0.09232236213206818,0.014185246808955304,0.10145850246399839,0.14612058592535845,0.03063678741455078,1.3841755390167236
baseline,7103,1.6812540205382933,0.2108981220758186,0.1175369046358043,0.08125402053829323,0.0891018779241814,0.01753690463580429,0.12185607710515876,0.1878928030982789,0.03044915199279785,1.3862638473510742
baseline,7104,1.6548647432078525,0.18435937212253328,0.10381986461798007,0.054864743207852396,0.1156406278774667,0.003819864617980062,0.12805266974514046,0.17432523570329916,0.035746097564697266,1.3835413455963135
baseline,7105,1.6731429129917643,0.23207658324887537,0.12053667631519913,0.07314291299176423,0.06792341675112462,0.02053667631519912,0.1019079552250118,0.16160300605808797,0.033901214599609375,1.38621187210083
baseline,7106,1.64849744519104,0.2734311534746598,0.06323636173478568,0.04849744519103982,0.026568846525340195,0.036763638265214324,0.06640384698374428,0.11182992998159434,0.049393653869628906,1.3862428665161133
baseline,7107,1.5785998892055746,0.25245675270377066,0.15744757987300137,0.021400110794425498,0.04754324729622933,0.057447579873001364,0.07757931128045012,0.1263909379636562,0.030197620391845703,1.384415864944458
baseline,7108,1.56298970235871,0.3186212338530894,0.1440488941822649,0.037010297641290046,0.01862123385308939,0.0440488941822649,0.060471626076935396,0.09968042567664434,0.030112028121948242,1.383939504623413
baseline,7109,1.4917265177495225,0.22018213158548328,0.1091828652714995,0.10827348225047762,0.07981786841451671,0.009182865271499488,0.13482716377450096,0.1972742159364938,0.030239105224609375,1.386059284210205
baseline,7110,1.6520238624472958,0.38445924079843397,0.13180125199169596,0.05202386244729573,0.08445924079843398,0.03180125199169595,0.10416892650124772,0.16828435523742566,0.030020713806152344,1.3868989944458008
baseline,7111,1.5497044763137695,0.36240383991092684,0.11503068802431146,0.05029552368623058,0.06240383991092685,0.015030688024311456,0.08154630905801284,0.1277300516214689,0.029899120330810547,1.3850948810577393
baseline,7112,1.5948165979170916,0.35328779959221424,0.06820127871606657,0.0051834020829084615,0.05328779959221425,0.031798721283933434,0.06227050600265241,0.09026992295905614,0.02946019172668457,1.3600616455078125
baseline,7113,1.5599313935943964,0.28978094439666163,0.056252209141100025,0.040068606405603724,0.010219055603338356,0.04374779085889998,0.06019793619174466,0.09403545286784207,0.029520034790039062,1.3692479133605957
baseline,7114,1.6971277680075083,0.37372428508422484,0.06608055592072803,0.09712776800750822,0.07372428508422485,0.03391944407927197,0.12656856725090654,0.20477149717100504,0.0296323299407959,1.3663406372070312
baseline,7115,1.7106117470375635,0.3634412980836915,0.1960701766344527,0.11061174703756338,0.06344129808369153,0.09607017663445269,0.15965348641298333,0.2701232217557076,0.029891014099121094,1.3679559230804443
baseline,7116,1.613620663165612,0.38947162894033427,0.07970224186459887,0.013620663165611946,0.08947162894033428,0.020297758135401134,0.09275070800609106,0.12339005024134736,0.029567956924438477,1.3667161464691162
baseline,7117,1.5560707379965286,0.2929471876644299,0.09834750944471424,0.04392926200347147,0.007052812335570091,0.0016524905552857683,0.04452249933511954,0.05263456489432733,0.02949070930480957,1.3712794780731201
baseline,7118,1.6433768284390855,0.2361042664154071,0.13428655156687264,0.04337682843908541,0.06389573358459288,0.03428655156687263,0.08449722855866301,0.14155911359055093,0.029456138610839844,1.373445749282837
baseline,7119,1.52708660022953,0.30977535858622685,0.07602781791798185,0.07291339977047007,0.009775358586226857,0.02397218208201815,0.07737303803878412,0.10666094043871507,0.029511690139770508,1.3689982891082764
baseline,7120,1.643585865136881,0.35435809565008114,0.13374766634746482,0.04358586513688101,0.05435809565008115,0.033747666347464816,0.07741727963661317,0.13169162713442698,0.029408931732177734,1.3690075874328613
baseline,7121,1.4451446228155733,0.3989591614605898,0.057677489251857894,0.15485537718442677,0.0989591614605898,0.04232251074814211,0.1885849898479218,0.29613704939315866,0.029462575912475586,1.3684718608856201
baseline,7122,1.5215067850649855,0.37774778443630236,0.07529499470899349,0.0784932149350146,0.07774778443630237,0.024705005291006513,0.11320883385150118,0.18094600466232347,0.030306577682495117,1.3719146251678467
baseline,7123,1.6120477530392785,0.24650444906993163,0.08471113910892032,0.012047753039278408,0.05349555093006836,0.015288860891079684,0.05692689689376864,0.08083216486042645,0.03094482421875,1.3687152862548828
baseline,7124,1.545986487657395,0.2178218628970104,0.12447814968662546,0.0540135123426051,0.0821781371029896,0.024478149686625456,0.10134044377928958,0.16066979913222015,0.03118443489074707,1.3696565628051758
baseline,7125,1.6643368695811318,0.40186230038319326,0.1766138734785902,0.06433686958113172,0.10186230038319327,0.0766138734785902,0.14277551133247213,0.24281304344291518,0.030981779098510742,1.3701109886169434
baseline,7126,1.7624151393987546,0.31889482793626084,0.14112148263704408,0.16241513939875452,0.01889482793626085,0.04112148263704407,0.16860210070733544,0.22243144997205944,0.030477046966552734,1.3660056591033936
baseline,7127,1.666912739510563,0.328824721421188,0.14471596033231487,0.06691273951056287,0.028824721421188026,0.04471596033231487,0.08548506525855083,0.14045342126406576,0.030361652374267578,1.3724746704101562
baseline,7128,1.6272403221614131,0.320209065460633,0.18498101024033503,0.027240322161413033,0.020209065460633002,0.08498101024033503,0.0914998009818472,0.13243039786238106,0.030387163162231445,1.3672411441802979
baseline,7129,1.6096382849566033,0.2888448068899348,0.18855069108856432,0.009638284956603238,0.011155193110065187,0.08855069108856431,0.08976948124217869,0.10934416915523273,0.030330419540405273,1.3666801452636719
baseline,7130,1.6457922781663832,0.25727869707312606,0.16965226466403133,0.045792278166383094,0.04272130292687393,0.06965226466403132,0.09366685879362774,0.15816584575728834,0.030472278594970703,1.367682933807373
baseline,7131,1.5941500628348086,0.23624392788591345,0.06045376277381472,0.005849937165191443,0.06375607211408654,0.039546237226185284,0.0752526635741421,0.10915224650546326,0.031035661697387695,1.3689799308776855
baseline,7132,1.5748882207174495,0.3387203146668213,0.11338948020425108,0.025111779282550595,0.0387203146668213,0.01338948020425107,0.04805353688099582,0.07722157415362296,0.035063982009887695,1.3685085773468018
baseline,7133,1.4871791808979011,0.2811804737761901,0.11143538361938993,0.11282081910209896,0.01881952622380989,0.011435383619389922,0.11494990121213597,0.14307572894529877,0.029327392578125,1.3642144203186035
baseline,7134,1.645082980307802,0.4683485117312541,0.12560892944152932,0.04508298030780189,0.1683485117312541,0.025608929441529316,0.17615196218805818,0.2390404214805853,0.029393672943115234,1.462684154510498
baseline,7135,1.5905157945171218,0.30782998874780415,0.11563196556042743,0.009484205482878316,0.007829988747804162,0.015631965560427424,0.019890128825992757,0.0329461597911099,0.029312610626220703,1.4351513385772705
baseline,7136,1.633796152454308,0.19631598912349424,0.11549448449530729,0.033796152454308004,0.10368401087650575,0.015494484495307284,0.1101482323141389,0.15297464782612102,0.02940201759338379,1.4662742614746094
baseline,7137,1.5746752787454854,0.31963756877793814,0.07779595759410483,0.02532472125451468,0.019637568777938152,0.022204042405895172,0.03898711470845092,0.067166332438348,0.02918863296508789,1.4345860481262207
baseline,7138,1.6157689081450108,0.2503795215089116,0.08805910565914488,0.01576890814501075,0.049620478491088416,0.01194089434085513,0.05341755617238419,0.0773302809769543,0.02922964096069336,1.437669038772583
baseline,7139,1.6188129552573864,0.3342416660636851,0.12031541272563485,0.018812955257386355,0.03424166606368512,0.02031541272563485,0.04403561030059913,0.07337003404670632,0.029121875762939453,1.4356036186218262
baseline,7140,1.6270852582252762,0.29176834877845,0.10134525266121144,0.027085258225276077,0.008231651221550007,0.001345252661211438,0.028340448120762446,0.03666216210803752,0.02932572364807129,1.436119556427002
baseline,7141,1.4787786467855701,0.26258745477012757,0.08137058829962639,0.12122135321442995,0.03741254522987242,0.01862941170037362,0.12822390571191025,0.177263310144676,0.02915668487548828,1.4387640953063965
baseline,7142,1.6205710352121612,0.29831038839269,0.1577598303801936,0.020571035212161082,0.0016896116073100154,0.05775983038019358,0.061336940603785105,0.08002047719966468,0.029553890228271484,1.4365980625152588
baseline,7143,1.504427608298216,0.3830818477113568,0.14696831510697755,0.09557239170178411,0.0830818477113568,0.04696831510697755,0.13506553260814053,0.22562255452011845,0.029603004455566406,1.4388182163238525
baseline,7144,1.4437991885536474,0.2594389632261066,0.12746934526637935,0.15620081144635267,0.04056103677389339,0.02746934526637934,0.16370234002614534,0.2242311934866254,0.02966761589050293,1.4371330738067627
baseline,7145,1.5628138358948838,0.2990777706609469,0.13519562701510185,0.037186164105116326,0.0009222293390531155,0.035195627015101844,0.05120931037216396,0.07330402045927129,0.029824495315551758,1.4731874465942383
baseline,7146,1.4785718635722838,0.24964677180510836,0.08801594180435761,0.12142813642771633,0.05035322819489163,0.011984058195642397,0.13199946044128916,0.18376542281825037,0.029727458953857422,1.4368700981140137
baseline,7147,1.7107897300034374,0.19183752597450074,0.12923001159422734,0.11078973000343728,0.10816247402549925,0.029230011594227334,0.1575686473869405,0.24818221562316387,0.029772520065307617,1.4396352767944336
baseline,7148,1.4938168658304318,0.3326877022528195,0.13036692756939683,0.10618313416956826,0.03268770225281953,0.030366927569396823,0.11517592695805191,0.1692377639917846,0.02963399887084961,1.439467191696167
baseline,7149,1.6032559260319907,0.22078347800141762,0.06817018098475475,0.0032559260319906524,0.07921652199858237,0.03182981901524526,0.08543416055899974,0.11430226704581828,0.02958965301513672,1.4381513595581055
baseline,7150,1.5742406228187211,0.29793717043477175,0.08606231399375662,0.025759377181278964,0.0020628295652282413,0.013937686006243385,0.029360856080693692,0.04175989275275059,0.0296173095703125,1.4399783611297607
baseline,7151,1.6621124913062877,0.25816764664079195,0.07295784369005472,0.0621124913062876,0.04183235335920804,0.02704215630994529,0.07961900264217589,0.13098700097544091,0.029674530029296875,1.4392976760864258
baseline,7152,1.4594184761422235,0.3848655477556477,0.14698714915853509,0.14058152385777656,0.0848655477556477,0.04698714915853508,0.17080139997109844,0.27243422077195933,0.051809072494506836,1.441798448562622
baseline,7153,1.5336831800398805,0.28906101217753843,0.10790963001265325,0.06631681996011962,0.010938987822461554,0.00790963001265324,0.06767676345053705,0.08516543779523442,0.030387163162231445,1.4372367858886719
baseline,7154,1.5426275306313626,0.3886804505332192,0.08631958902517312,0.05737246936863749,0.08868045053321921,0.01368041097482689,0.10650340930068929,0.1597333308766836,0.02953791618347168,1.4388959407806396
baseline,7155,1.5801276280257763,0.337828045207442,0.08295935025986444,0.019872371974223757,0.037828045207441985,0.01704064974013557,0.046002781607900306,0.07474106692180131,0.0293886661529541,1.4092726707458496
baseline,7156,1.5629165384657102,0.3584697832686511,0.09718804089683108,0.037083461534289874,0.0584697832686511,0.0028119591031689206,0.06929506323574633,0.0983652039061099,0.02949357032775879,1.405848503112793
baseline,7157,1.5645268785513888,0.4552545704036346,0.0937233149655819,0.035473121448611256,0.1552545704036346,0.006276685034418111,0.15937917289139866,0.19700437688666397,0.029310941696166992,1.4083633422851562
baseline,7158,1.5937633682320682,0.32273638121234266,0.14164298683301604,0.006236631767931877,0.02273638121234267,0.04164298683301604,0.04785370371054359,0.07061599981329059,0.029358386993408203,1.4079277515411377
baseline,7159,1.596772177359487,0.26808814400913406,0.13495169820267292,0.003227822640513134,0.031911855990865934,0.03495169820267291,0.04743845063902386,0.07009137683405198,0.029294490814208984,1.4100770950317383
baseline,7160,1.748060465856814,0.20076359931215731,0.09011108517376736,0.14806046585681387,0.09923640068784267,0.00988891482623265,0.17851486046728796,0.2571857813708892,0.02938389778137207,1.4092943668365479
baseline,7161,1.5678742774387153,0.34912944226387255,0.14389980344551206,0.032125722561284764,0.04912944226387256,0.04389980344551206,0.0733004562727847,0.12515496827066938,0.029335498809814453,1.4108564853668213
baseline,7162,1.6174671724963594,0.2990884614698322,0.14488782768954764,0.017467172496359318,0.0009115385301677881,0.04488782768954763,0.04817520204624025,0.06326653871607474,0.02945566177368164,1.3909289836883545
baseline,7163,1.6697518613700144,0.39157728449473955,0.09478899236045492,0.06975186137001432,0.09157728449473956,0.005211007639545087,0.1152340045326533,0.16654015350429896,0.02959585189819336,1.3852615356445312
baseline,7164,1.6116440689517435,0.28339505398193726,0.15402884392474886,0.011644068951743414,0.016604946018062727,0.054028843924748854,0.057709830617153984,0.082277858894555,0.03476309776306152,1.3853497505187988
baseline,7165,1.694951731918653,0.25718913949779004,0.07816622928329617,0.0949517319186528,0.042810860502209946,0.021833770716703838,0.10642046191875407,0.1595963631375666,0.03883075714111328,1.3843894004821777
baseline,7166,1.5872404227341952,0.29400634049911945,0.06516158059810145,0.0127595772658049,0.005993659500880544,0.03483841940189855,0.037582525628769584,0.053591656168583995,0.029534101486206055,1.383152723312378
baseline,7167,1.712675868308771,0.39147556682210516,0.09600804400402281,0.11267586830877097,0.09147556682210517,0.003991955995977195,0.14518803785861542,0.20814339112685332,0.02929830551147461,1.3850581645965576
baseline,7168,1.5771664399406589,0.31904345993525646,0.11495838875702417,0.02283356005934123,0.019043459935256468,0.014958388757024169,0.03328330250283959,0.056835408751621866,0.02952289581298828,1.3865153789520264
baseline,7169,1.6171528841278626,0.30866196875315766,0.1391411317553769,0.017152884127862533,0.008661968753157667,0.039141131755376896,0.04360366190672903,0.0649559846363971,0.029453516006469727,1.3833167552947998
baseline,7170,1.6561544209065668,0.41710294087444877,0.090262426528677,0.05615442090656675,0.11710294087444878,0.009737573471323008,0.1302353181203391,0.18299493525233854,0.029546260833740234,1.4196498394012451
baseline,7171,1.6317280705160808,0.35752943914572316,0.10428432062692411,0.03172807051608073,0.05752943914572317,0.004284320626924104,0.06583815178397055,0.093541830288728,0.02955150604248047,1.3825905323028564
baseline,7172,1.6201504180168929,0.2533447748685754,0.0874298677231403,0.020150418016892768,0.046655225131424616,0.0125701322768597,0.05235224545114738,0.07937577542517708,0.030445098876953125,1.3864219188690186
baseline,7173,1.5733867902172887,0.4506103303004819,0.11084234419887018,0.026613209782711422,0.15061033030048193,0.010842344198870174,0.15332739792967742,0.18806588428206353,0.03072047233581543,1.3866350650787354
baseline,7174,1.6032401927126632,0.24224822616383723,0.14454109710259033,0.0032401927126630703,0.057751773836162756,0.04454109710259033,0.07300462698446496,0.10553306365141615,0.030457496643066406,1.3820877075195312
baseline,7175,1.4919367194587714,0.2730593715618858,0.13392080351794566,0.10806328054122871,0.026940628438114178,0.03392080351794566,0.116422038176953,0.16892471249728855,0.030661582946777344,1.3829102516174316
baseline,7176,1.5813892884754055,0.35715746887715216,0.10286380059684734,0.018610711524594592,0.05715746887715217,0.002863800596847335,0.06017920060745905,0.0786319809985941,0.02999114990234375,1.3835041522979736
baseline,7177,1.5946455452891048,0.31358582983136385,0.15055309616972284,0.00535445471089524,0.01358582983136386,0.05055309616972284,0.05261996284494175,0.06949338071198194,0.02999734878540039,1.382505178451538
baseline,7178,1.542887786045923,0.19036340270229252,0.11347970982165531,0.05711221395407717,0.10963659729770747,0.013479709821655306,0.12435309013704482,0.18022852107343995,0.02991199493408203,1.3858795166015625
baseline,7179,1.6249682402703067,0.34627769800769875,0.1275160192558772,0.02496824027030664,0.046277698007698764,0.027516019255877183,0.059347869976750914,0.09876195753388259,0.030277729034423828,1.3825571537017822
baseline,7180,1.570596652544563,0.34647976646301065,0.18206180157738125,0.029403347455437157,0.04647976646301066,0.08206180157738124,0.09878797907724737,0.15794491549582906,0.02991771697998047,1.4175257682800293
baseline,7181,1.5795358553042478,0.372735472602876,0.11702454368648882,0.020464144695752307,0.072735472602876,0.017024543686488813,0.07745363310152453,0.11022416098511711,0.02983546257019043,1.3798553943634033
baseline,7182,1.6023214506419563,0.3215681424910663,0.13328917486502811,0.002321450641956213,0.02156814249106631,0.03328917486502811,0.039733399889669625,0.057178767998050634,0.03026580810546875,1.381291151046753
baseline,7183,1.5213477880531152,0.295390981717767,0.08485366131996364,0.07865221194688488,0.0046090182822329795,0.01514633868003637,0.08022982655517849,0.09840756890915422,0.030740737915039062,1.3815324306488037
baseline,7184,1.6498885270822414,0.3612377561831027,0.10556185268852725,0.04988852708224134,0.06123775618310273,0.005561852688527241,0.07918246095004589,0.11668813595387131,0.03041672706604004,1.3842551708221436
baseline,7185,1.5672688183126449,0.3221012742762462,0.1388660390933385,0.032731181687355226,0.022101274276246197,0.038866039093338495,0.05541087956430069,0.09369849505693992,0.030118465423583984,1.3882114887237549
baseline,7186,1.5641797792809418,0.3595172133570611,0.0743916448286156,0.03582022071905833,0.059517213357061116,0.025608355171384406,0.07403495628914601,0.12094578924750385,0.03011322021484375,1.3842320442199707
baseline,7187,1.7067575170126943,0.1567047125214246,0.09941076117385186,0.1067575170126942,0.1432952874785754,0.0005892388261481418,0.17869262451113505,0.25064204331741774,0.030077457427978516,1.3841423988342285
baseline,7188,1.5982323802144802,0.32298410840279274,0.13895012319743283,0.0017676197855198694,0.022984108402792747,0.03895012319743282,0.04526042217956748,0.06370185138574544,0.030152559280395508,1.3850464820861816
baseline,7189,1.7206471984854592,0.31666608210676195,0.15765886289898504,0.12064719848545913,0.01666608210676196,0.05765886289898503,0.1347518061696505,0.19497214349120612,0.030272245407104492,1.3833775520324707
baseline,7190,1.6188983259315286,0.32917822296300703,0.15574367143565787,0.018898325931528515,0.02917822296300704,0.055743671435657866,0.06569529909681371,0.10382022033019342,0.03022599220275879,1.3819043636322021
baseline,7191,1.7161332060405485,0.3431188515132313,0.16511236327811551,0.11613320604054844,0.043118851513231304,0.06511236327811551,0.13994919346940823,0.22436442083189526,0.030110836029052734,1.3827292919158936
baseline,7192,1.532608486613828,0.3327811114248796,0.09487634518510771,0.067391513386172,0.032781111424879605,0.005123654814892298,0.0751163709279884,0.1052962796259439,0.043817996978759766,1.382375955581665
baseline,7193,1.641029682526208,0.2696343938254632,0.13577297190997173,0.04102968252620798,0.030365606174536763,0.035772971909971724,0.06233145598989412,0.10716826061071646,0.02939152717590332,1.3823332786560059
baseline,7194,1.617655080536332,0.300408333074019,0.1686232400092917,0.017655080536331802,0.0004083330740189961,0.06862324000929171,0.07085913966466538,0.0866866536196425,0.029394865036010742,1.3843660354614258
baseline,7195,1.6655770857013072,0.2944493750499876,0.10797842661757245,0.06557708570130716,0.005550624950012406,0.007978426617572448,0.06629343027558819,0.07910613726889201,0.029419660568237305,1.3812317848205566
baseline,7196,1.5933246237534826,0.44111445093369617,0.1063380620203806,0.006675376246517484,0.14111445093369618,0.0063380620203805915,0.14141435549662315,0.15412788920059425,0.02936863899230957,1.381026029586792
baseline,7197,1.6427156949973047,0.2855812684153407,0.14258588865188912,0.042715694997304654,0.014418731584659283,0.042585888651889114,0.06201683909942772,0.09972031523385305,0.029285192489624023,1.3861687183380127
baseline,7198,1.5393360167572439,0.18927945120180795,0.13524685120122282,0.060663983242756236,0.11072054879819204,0.03524685120122281,0.13107821828454708,0.2066313832421711,0.029262065887451172,1.3834953308105469
baseline,7199,1.6688712953066602,0.2566372820947763,0.09797617737043841,0.06887129530666014,0.04336271790522367,0.002023822629561592,0.08141054280239825,0.1142578358414454,0.02926945686340332,1.3837885856628418
baseline,7200,1.6291771825306882,0.21192843482057092,0.0993417157285801,0.02917718253068813,0.08807156517942907,0.0006582842714199094,0.0927811506275144,0.11790703198153711,0.029359817504882812,1.3875033855438232
baseline,7201,1.7229785783915066,0.2677253841648157,0.0593344403869691,0.1229785783915065,0.03227461583518426,0.04066555961303091,0.13348808676861618,0.19591875383972168,0.029346227645874023,1.3851730823516846
baseline,7202,1.628769106053728,0.3067493173776562,0.12465854837559075,0.028769106053727844,0.0067493173776562165,0.02465854837559074,0.0384871245507679,0.0601769718069748,0.03029656410217285,1.3833093643188477
baseline,7203,1.5258148361269643,0.30955890058209706,0.0717023738097029,0.07418516387303575,0.009558900582097074,0.028297626190297104,0.07997228749519032,0.11204169064542993,0.03033733367919922,1.3831429481506348
baseline,7204,1.6264366996618465,0.2722183291879059,0.05694680265355659,0.026436699661846363,0.027781670812094095,0.04305319734644342,0.0576567266142818,0.09727156782038388,0.02993607521057129,1.39033842086792
baseline,7205,1.573460683562455,0.3378250963824314,0.15516663088566113,0.026539316437545146,0.03782509638243142,0.05516663088566112,0.07196131180424076,0.11953104370563769,0.029837369918823242,1.3826379776000977
baseline,7206,1.7013862498865737,0.31057226150213474,0.10364006902891316,0.10138624988657363,0.01057226150213475,0.0036400690289131593,0.1020009533380327,0.11559858041762154,0.029835224151611328,1.3816230297088623
baseline,7207,1.5431067513254035,0.24487165011639955,0.12509192480873477,0.05689324867459655,0.055128349883600436,0.02509192480873476,0.0830998278954015,0.13711352336693175,0.02972269058227539,1.3835971355438232
baseline,7208,1.6224535201544708,0.33013271511696757,0.1220448510472555,0.022453520154470663,0.03013271511696758,0.022044851047255495,0.04356737937199377,0.07463108631869374,0.029746294021606445,1.3839225769042969
baseline,7209,1.4977142191631545,0.36375364910215624,0.17313909697143376,0.10228578083684559,0.06375364910215625,0.07313909697143375,0.14098310622567822,0.2391785269104356,0.029793977737426758,1.3821933269500732
baseline,7210,1.4485744977006887,0.3999793134300064,0.11851075605660237,0.1514255022993114,0.09997931343000643,0.018510756056602365,0.18239570705014213,0.2699155717859202,0.029802560806274414,1.3842172622680664
baseline,7211,1.5650271584117519,0.2675109642745949,0.0530700061168861,0.034972841588248205,0.03248903572540507,0.046929993883113905,0.06694073062786556,0.11439187119676718,0.029783964157104492,1.3844051361083984
baseline,7212,1.5456053193536776,0.2238141817124331,0.0891318910865005,0.05439468064632247,0.07618581828756688,0.0108681089134995,0.09423999141615652,0.14144860784738883,0.029351472854614258,1.3838706016540527
baseline,7213,1.4859546494770317,0.2677694739375258,0.06461268339056546,0.11404535052296838,0.032230526062474174,0.035387316609434546,0.12368270276391487,0.18166319319487712,0.029457569122314453,1.3595170974731445
baseline,7214,1.5024339651094185,0.22106755104220416,0.1349852462741447,0.09756603489058158,0.07893244895779583,0.034985246274144705,0.13028211742064905,0.2114837301225221,0.02956533432006836,1.383695125579834
