method,dataset,metric,value
NN-NPZ,baseline,Computational Time (s),1.2177128791809082
NN-NPZ,baseline,Computational Time (s),1.364654541015625
NN-NPZ,baseline,Computational Time (s),1.097364902496338
NN-NPZ,baseline,Computational Time (s),1.0425796508789062
NN-NPZ,baseline,Computational Time (s),1.1936357021331787
NN-NPZ,baseline,Computational Time (s),1.0131347179412842
NN-NPZ,baseline,Computational Time (s),1.1927714347839355
NN-NPZ,baseline,Computational Time (s),0.998744010925293
NN-NPZ,baseline,Computational Time (s),1.0931386947631836
NN-NPZ,baseline,Computational Time (s),1.267125129699707
NN-NPZ,baseline,Computational Time (s),1.3007245063781738
NN-NPZ,baseline,Computational Time (s),1.0183992385864258
NN-NPZ,baseline,Computational Time (s),1.0237092971801758
NN-NPZ,baseline,Computational Time (s),1.317744255065918
NN-NPZ,baseline,Computational Time (s),1.3102850914001465
NN-NPZ,baseline,Computational Time (s),1.360591173171997
NN-NPZ,baseline,Computational Time (s),1.8081269264221191
NN-NPZ,baseline,Computational Time (s),1.3537802696228027
NN-NPZ,baseline,Computational Time (s),1.3215293884277344
NN-NPZ,baseline,Computational Time (s),1.2226455211639404
NN-NPZ,baseline,Computational Time (s),1.3970372676849365
NN-NPZ,baseline,Computational Time (s),1.1129403114318848
NN-NPZ,baseline,Computational Time (s),1.2237014770507812
NN-NPZ,baseline,Computational Time (s),1.2005105018615723
NN-NPZ,baseline,Computational Time (s),1.4092700481414795
NN-NPZ,baseline,Computational Time (s),0.9773745536804199
NN-NPZ,baseline,Computational Time (s),1.1251170635223389
NN-NPZ,baseline,Computational Time (s),1.3505139350891113
NN-NPZ,baseline,Computational Time (s),1.4256610870361328
NN-NPZ,baseline,Computational Time (s),1.0976333618164062
NN-NPZ,baseline,Computational Time (s),0.979276180267334
NN-NPZ,baseline,Computational Time (s),1.2262563705444336
NN-NPZ,baseline,Computational Time (s),1.0906884670257568
NN-NPZ,baseline,Computational Time (s),1.2874727249145508
NN-NPZ,baseline,Computational Time (s),1.501060962677002
NN-NPZ,baseline,Computational Time (s),1.425962209701538
NN-NPZ,baseline,Computational Time (s),1.2208609580993652
NN-NPZ,baseline,Computational Time (s),1.0119116306304932
NN-NPZ,baseline,Computational Time (s),1.0023479461669922
NN-NPZ,baseline,Computational Time (s),1.3426692485809326
NN-NPZ,baseline,Computational Time (s),1.2797157764434814
NN-NPZ,baseline,Computational Time (s),1.2525947093963623
NN-NPZ,baseline,Computational Time (s),1.0439157485961914
NN-NPZ,baseline,Computational Time (s),1.448995590209961
NN-NPZ,baseline,Computational Time (s),1.1744916439056396
NN-NPZ,baseline,Computational Time (s),1.4880290031433105
NN-NPZ,baseline,Computational Time (s),1.2094261646270752
NN-NPZ,baseline,Computational Time (s),1.4327423572540283
NN-NPZ,baseline,Computational Time (s),1.1523454189300537
NN-NPZ,baseline,Computational Time (s),1.1313540935516357
NN-NPZ,baseline,Computational Time (s),1.243103265762329
NN-NPZ,baseline,Computational Time (s),1.4118666648864746
NN-NPZ,baseline,Computational Time (s),1.0833914279937744
NN-NPZ,baseline,Computational Time (s),1.3649206161499023
NN-NPZ,baseline,Computational Time (s),1.012662649154663
NN-NPZ,baseline,Computational Time (s),1.4585862159729004
NN-NPZ,baseline,Computational Time (s),1.1653308868408203
NN-NPZ,baseline,Computational Time (s),1.1563880443572998
NN-NPZ,baseline,Computational Time (s),1.117696762084961
NN-NPZ,baseline,Computational Time (s),1.1669371128082275
NN-NPZ,baseline,Computational Time (s),1.6053345203399658
NN-NPZ,baseline,Computational Time (s),1.1793975830078125
NN-NPZ,baseline,Computational Time (s),1.068772315979004
NN-NPZ,baseline,Computational Time (s),1.2524259090423584
NN-NPZ,baseline,Computational Time (s),1.5458884239196777
NN-NPZ,baseline,Computational Time (s),1.011653184890747
NN-NPZ,baseline,Computational Time (s),0.9625887870788574
NN-NPZ,baseline,Computational Time (s),1.0748298168182373
NN-NPZ,baseline,Computational Time (s),1.2374732494354248
NN-NPZ,baseline,Computational Time (s),1.1520447731018066
NN-NPZ,baseline,Computational Time (s),1.2265639305114746
NN-NPZ,baseline,Computational Time (s),1.1366374492645264
NN-NPZ,baseline,Computational Time (s),1.2035255432128906
NN-NPZ,baseline,Computational Time (s),1.404475212097168
NN-NPZ,baseline,Computational Time (s),1.3743183612823486
NN-NPZ,baseline,Computational Time (s),1.063143014907837
NN-NPZ,baseline,Computational Time (s),1.4786362648010254
NN-NPZ,baseline,Computational Time (s),1.4912927150726318
NN-NPZ,baseline,Computational Time (s),1.0828163623809814
NN-NPZ,baseline,Computational Time (s),1.149533987045288
NN-NPZ,baseline,Computational Time (s),1.0359165668487549
NN-NPZ,baseline,Computational Time (s),1.5373585224151611
NN-NPZ,baseline,Computational Time (s),1.3260128498077393
NN-NPZ,baseline,Computational Time (s),1.0285134315490723
NN-NPZ,baseline,Computational Time (s),1.0044848918914795
NN-NPZ,baseline,Computational Time (s),1.0611026287078857
NN-NPZ,baseline,Computational Time (s),1.8034565448760986
NN-NPZ,baseline,Computational Time (s),1.4521217346191406
NN-NPZ,baseline,Computational Time (s),1.185767412185669
NN-NPZ,baseline,Computational Time (s),1.2436916828155518
NN-NPZ,baseline,Computational Time (s),1.1828815937042236
NN-NPZ,baseline,Computational Time (s),1.3262488842010498
NN-NPZ,baseline,Computational Time (s),1.532336711883545
NN-NPZ,baseline,Computational Time (s),1.1586482524871826
NN-NPZ,baseline,Computational Time (s),0.9622485637664795
NN-NPZ,baseline,Computational Time (s),1.1625189781188965
NN-NPZ,baseline,Computational Time (s),1.1150507926940918
NN-NPZ,baseline,Computational Time (s),1.1185779571533203
NN-NPZ,baseline,Computational Time (s),1.1680033206939697
NN-NPZ,baseline,Computational Time (s),1.503413438796997
NN-NPZ,baseline,Computational Time (s),1.1375322341918945
NN-NPZ,baseline,Computational Time (s),1.1471359729766846
NN-NPZ,baseline,Computational Time (s),1.1595838069915771
NN-NPZ,baseline,Computational Time (s),1.0500993728637695
NN-NPZ,baseline,Computational Time (s),1.1189403533935547
NN-NPZ,baseline,Computational Time (s),1.159712553024292
NN-NPZ,baseline,Computational Time (s),1.0753474235534668
NN-NPZ,baseline,Computational Time (s),0.8936986923217773
NN-NPZ,baseline,Computational Time (s),0.974694013595581
NN-NPZ,baseline,Computational Time (s),0.9344704151153564
NN-NPZ,baseline,Computational Time (s),1.048759937286377
NN-NPZ,baseline,Computational Time (s),1.1791937351226807
NN-NPZ,baseline,Computational Time (s),0.9980990886688232
NN-NPZ,baseline,Computational Time (s),1.2695884704589844
NN-NPZ,baseline,Computational Time (s),1.2500677108764648
NN-NPZ,baseline,Computational Time (s),1.2710254192352295
NN-NPZ,baseline,Computational Time (s),1.1171908378601074
NN-NPZ,baseline,Computational Time (s),1.0450398921966553
NN-NPZ,baseline,Computational Time (s),1.1481645107269287
NN-NPZ,baseline,Computational Time (s),1.0656135082244873
NN-NPZ,baseline,Computational Time (s),1.0622766017913818
NN-NPZ,baseline,Computational Time (s),1.181523323059082
NN-NPZ,baseline,Computational Time (s),1.414729118347168
NN-NPZ,baseline,Computational Time (s),1.3370168209075928
NN-NPZ,baseline,Computational Time (s),1.08380126953125
NN-NPZ,baseline,Computational Time (s),1.3971080780029297
NN-NPZ,baseline,Computational Time (s),1.19622802734375
NN-NPZ,baseline,Computational Time (s),1.4506654739379883
NN-NPZ,baseline,Computational Time (s),1.388411283493042
NN-NPZ,baseline,Computational Time (s),1.5528409481048584
NN-NPZ,baseline,Computational Time (s),1.3114991188049316
NN-NPZ,baseline,Computational Time (s),1.0578389167785645
NN-NPZ,baseline,Computational Time (s),1.1066820621490479
NN-NPZ,baseline,Computational Time (s),1.1585674285888672
NN-NPZ,baseline,Computational Time (s),1.1578888893127441
NN-NPZ,baseline,Computational Time (s),1.2466108798980713
NN-NPZ,baseline,Computational Time (s),1.4140775203704834
NN-NPZ,baseline,Computational Time (s),1.2089695930480957
NN-NPZ,baseline,Computational Time (s),1.172989845275879
NN-NPZ,baseline,Computational Time (s),1.3798530101776123
NN-NPZ,baseline,Computational Time (s),1.2329883575439453
NN-NPZ,baseline,Computational Time (s),1.4024658203125
NN-NPZ,baseline,Computational Time (s),1.181020736694336
NN-NPZ,baseline,Computational Time (s),1.2580783367156982
NN-NPZ,baseline,Computational Time (s),1.0813367366790771
NN-NPZ,baseline,Computational Time (s),1.5166399478912354
NN-NPZ,baseline,Computational Time (s),1.272672414779663
NN-NPZ,baseline,Computational Time (s),1.2339046001434326
NN-NPZ,baseline,Computational Time (s),1.1181256771087646
NN-NPZ,baseline,Computational Time (s),1.176811933517456
NN-NPZ,baseline,Computational Time (s),1.250903606414795
NN-NPZ,baseline,Computational Time (s),1.1676583290100098
NN-NPZ,baseline,Computational Time (s),1.2498514652252197
NN-NPZ,baseline,Computational Time (s),1.3087446689605713
NN-NPZ,baseline,Computational Time (s),1.1383559703826904
NN-NPZ,baseline,Computational Time (s),1.388103723526001
NN-NPZ,baseline,Computational Time (s),1.1401448249816895
NN-NPZ,baseline,Computational Time (s),1.1343023777008057
NN-NPZ,baseline,Computational Time (s),1.1713178157806396
NN-NPZ,baseline,Computational Time (s),1.2685878276824951
NN-NPZ,baseline,Computational Time (s),1.2873985767364502
NN-NPZ,baseline,Computational Time (s),1.3215715885162354
NN-NPZ,baseline,Computational Time (s),1.3144738674163818
NN-NPZ,baseline,Computational Time (s),1.158764123916626
NN-NPZ,baseline,Computational Time (s),0.9950554370880127
NN-NPZ,baseline,Computational Time (s),1.4575772285461426
NN-NPZ,baseline,Computational Time (s),1.3648903369903564
NN-NPZ,baseline,Computational Time (s),1.2215466499328613
NN-NPZ,baseline,Computational Time (s),0.959345817565918
NN-NPZ,baseline,Computational Time (s),1.3317866325378418
NN-NPZ,baseline,Computational Time (s),0.9787569046020508
NN-NPZ,baseline,Computational Time (s),1.7068498134613037
NN-NPZ,baseline,Computational Time (s),1.1076178550720215
NN-NPZ,baseline,Computational Time (s),1.4138197898864746
NN-NPZ,baseline,Computational Time (s),1.1144499778747559
NN-NPZ,baseline,Computational Time (s),1.4728760719299316
NN-NPZ,baseline,Computational Time (s),1.1924262046813965
NN-NPZ,baseline,Computational Time (s),1.326988935470581
NN-NPZ,baseline,Computational Time (s),1.352647066116333
NN-NPZ,baseline,Computational Time (s),1.1477477550506592
NN-NPZ,baseline,Computational Time (s),1.5058391094207764
NN-NPZ,baseline,Computational Time (s),1.0338244438171387
NN-NPZ,baseline,Computational Time (s),1.5249249935150146
NN-NPZ,baseline,Computational Time (s),1.2766942977905273
NN-NPZ,baseline,Computational Time (s),1.1044723987579346
NN-NPZ,baseline,Computational Time (s),1.0777947902679443
NN-NPZ,baseline,Computational Time (s),1.3459103107452393
NN-NPZ,baseline,Computational Time (s),1.028883934020996
NN-NPZ,baseline,Computational Time (s),1.3690385818481445
NN-NPZ,baseline,Computational Time (s),1.1065363883972168
NN-NPZ,baseline,Computational Time (s),1.0352177619934082
NN-NPZ,baseline,Computational Time (s),1.1147682666778564
NN-NPZ,baseline,Computational Time (s),1.4580504894256592
NN-NPZ,baseline,Computational Time (s),1.336759090423584
NN-NPZ,baseline,Computational Time (s),1.2035510540008545
NN-NPZ,baseline,Computational Time (s),1.4750404357910156
NN-NPZ,baseline,Computational Time (s),1.1808092594146729
NN-NPZ,baseline,Computational Time (s),1.4061706066131592
NN-NPZ,baseline,Computational Time (s),0.981414794921875
NN-NPZ,baseline,Computational Time (s),1.2383449077606201
NN-NPZ,baseline,Computational Time (s),1.380195140838623
NN-NPZ,baseline,Computational Time (s),1.2861690521240234
NN-NPZ,baseline,Computational Time (s),1.1877562999725342
NN-NPZ,baseline,Computational Time (s),1.1563644409179688
NN-NPZ,baseline,Computational Time (s),1.3913006782531738
NN-NPZ,baseline,Computational Time (s),1.0500030517578125
NN-NPZ,baseline,Computational Time (s),1.0501744747161865
NN-NPZ,baseline,Computational Time (s),1.423290729522705
NN-NPZ,baseline,Computational Time (s),1.5320024490356445
NN-NPZ,baseline,Computational Time (s),1.3186016082763672
NN-NPZ,baseline,Computational Time (s),1.2554402351379395
NN-NPZ,baseline,Computational Time (s),1.1948773860931396
NN-NPZ,baseline,Computational Time (s),1.3801562786102295
NN-NPZ,baseline,Computational Time (s),1.1478798389434814
NN-NPZ,baseline,Computational Time (s),1.27256441116333
NN-NPZ,baseline,Computational Time (s),1.2662665843963623
NN-NPZ,baseline,Computational Time (s),0.9364957809448242
NN-NPZ,baseline,Computational Time (s),1.4441840648651123
NN-NPZ,baseline,Computational Time (s),1.0540809631347656
NN-NPZ,baseline,Computational Time (s),0.9960603713989258
NN-NPZ,baseline,Computational Time (s),1.340076208114624
NN-NPZ,baseline,Computational Time (s),1.2770471572875977
NN-NPZ,baseline,Computational Time (s),1.0040571689605713
NN-NPZ,baseline,Computational Time (s),1.1028733253479004
NN-NPZ,baseline,Computational Time (s),1.358879804611206
NN-NPZ,baseline,Computational Time (s),1.457545518875122
NN-NPZ,baseline,Computational Time (s),1.344719409942627
NN-NPZ,baseline,Computational Time (s),1.007066011428833
NN-NPZ,baseline,Computational Time (s),1.271592617034912
NN-NPZ,baseline,Computational Time (s),1.084782600402832
NN-NPZ,baseline,Computational Time (s),1.128476619720459
NN-NPZ,baseline,Computational Time (s),1.1450982093811035
NN-NPZ,baseline,Computational Time (s),1.343717336654663
NN-NPZ,baseline,Computational Time (s),1.2614719867706299
NN-NPZ,baseline,Computational Time (s),1.1886839866638184
NN-NPZ,baseline,Computational Time (s),1.3059346675872803
NN-NPZ,baseline,Computational Time (s),1.0831108093261719
NN-NPZ,baseline,Computational Time (s),1.169724464416504
NN-NPZ,baseline,Computational Time (s),1.1898610591888428
NN-NPZ,baseline,Computational Time (s),1.1765484809875488
NN-NPZ,baseline,Computational Time (s),1.347679853439331
NN-NPZ,baseline,Computational Time (s),1.1018867492675781
NN-NPZ,baseline,Computational Time (s),1.0670785903930664
NN-NPZ,baseline,Computational Time (s),1.0925590991973877
NN-NPZ,baseline,Computational Time (s),1.2475533485412598
NN-NPZ,baseline,Computational Time (s),1.3147461414337158
NN-NPZ,baseline,Computational Time (s),1.2112879753112793
NN-NPZ,baseline,Computational Time (s),1.1980092525482178
NN-NPZ,baseline,Computational Time (s),1.0810644626617432
NN-NPZ,baseline,Computational Time (s),1.094266653060913
NN-NPZ,baseline,Computational Time (s),1.0900635719299316
NN-NPZ,baseline,Computational Time (s),1.135491132736206
NN-NPZ,baseline,Computational Time (s),1.109398365020752
NN-NPZ,baseline,Computational Time (s),1.1640617847442627
NN-NPZ,baseline,Computational Time (s),1.2273962497711182
NN-NPZ,baseline,Computational Time (s),1.036489725112915
NN-NPZ,baseline,Computational Time (s),1.4242939949035645
NN-NPZ,baseline,Computational Time (s),1.106142282485962
NN-NPZ,baseline,Computational Time (s),1.133352518081665
NN-NPZ,baseline,Computational Time (s),1.079185962677002
NN-NPZ,baseline,Computational Time (s),1.3439273834228516
NN-NPZ,baseline,Computational Time (s),1.3769845962524414
NN-NPZ,baseline,Computational Time (s),1.158329725265503
NN-NPZ,baseline,Computational Time (s),1.1094534397125244
NN-NPZ,baseline,Computational Time (s),1.2300856113433838
NN-NPZ,baseline,Computational Time (s),1.1366195678710938
NN-NPZ,baseline,Computational Time (s),1.2456698417663574
NN-NPZ,baseline,Computational Time (s),1.1177105903625488
NN-NPZ,baseline,Computational Time (s),1.8421525955200195
NN-NPZ,baseline,Computational Time (s),1.430783987045288
NN-NPZ,baseline,Computational Time (s),1.2299151420593262
NN-NPZ,baseline,Computational Time (s),1.1346368789672852
NN-NPZ,baseline,Computational Time (s),1.1391878128051758
NN-NPZ,baseline,Computational Time (s),1.4517567157745361
NN-NPZ,baseline,Computational Time (s),1.612260103225708
NN-NPZ,baseline,Computational Time (s),1.3418595790863037
NN-NPZ,baseline,Computational Time (s),1.1457951068878174
NN-NPZ,baseline,Computational Time (s),1.723175287246704
NN-NPZ,baseline,Computational Time (s),1.2244198322296143
NN-NPZ,baseline,Computational Time (s),1.0858991146087646
NN-NPZ,baseline,Computational Time (s),1.4381318092346191
NN-NPZ,baseline,Computational Time (s),1.1546823978424072
NN-NPZ,baseline,Computational Time (s),1.2602672576904297
NN-NPZ,baseline,Computational Time (s),1.3106813430786133
NN-NPZ,baseline,Computational Time (s),1.207231044769287
NN-NPZ,baseline,Computational Time (s),1.2231409549713135
NN-NPZ,baseline,Computational Time (s),1.1802630424499512
NN-NPZ,baseline,Computational Time (s),1.13411545753479
NN-NPZ,baseline,Computational Time (s),1.4597485065460205
NN-NPZ,baseline,Computational Time (s),1.2339239120483398
NN-NPZ,baseline,Computational Time (s),1.0373437404632568
NN-NPZ,baseline,Computational Time (s),1.0728662014007568
NN-NPZ,baseline,Computational Time (s),1.3231019973754883
NN-NPZ,baseline,Computational Time (s),1.2638466358184814
NN-NPZ,baseline,Computational Time (s),1.3096098899841309
NN-NPZ,baseline,Computational Time (s),0.9852797985076904
NN-NPZ,baseline,Computational Time (s),1.0950398445129395
NN-NPZ,baseline,Computational Time (s),1.090822458267212
NN-NPZ,baseline,Computational Time (s),1.2730674743652344
NN-NPZ,baseline,Computational Time (s),1.396489143371582
NN-NPZ,baseline,Computational Time (s),1.209764003753662
NN-NPZ,baseline,Computational Time (s),1.270557165145874
NN-NPZ,baseline,Computational Time (s),1.2431950569152832
NN-NPZ,baseline,Computational Time (s),1.4248292446136475
NN-NPZ,baseline,Computational Time (s),1.5989048480987549
NN-NPZ,baseline,Computational Time (s),1.2142775058746338
NN-NPZ,baseline,Computational Time (s),1.0447421073913574
NN-NPZ,baseline,Computational Time (s),1.2343485355377197
NN-NPZ,baseline,Computational Time (s),1.4916799068450928
NN-NPZ,baseline,Computational Time (s),1.0933494567871094
NN-NPZ,baseline,Computational Time (s),1.0606310367584229
NN-NPZ,baseline,Computational Time (s),1.0249249935150146
NN-NPZ,baseline,Computational Time (s),1.390319585800171
NN-NPZ,baseline,Computational Time (s),1.2014827728271484
NN-NPZ,baseline,Computational Time (s),1.1675999164581299
NN-NPZ,baseline,Computational Time (s),1.0971548557281494
NN-NPZ,baseline,Computational Time (s),1.0324087142944336
NN-NPZ,baseline,Computational Time (s),1.04762601852417
NN-NPZ,baseline,Computational Time (s),1.180755853652954
NN-NPZ,baseline,Computational Time (s),1.0944361686706543
NN-NPZ,baseline,Computational Time (s),1.1263926029205322
NN-NPZ,baseline,Computational Time (s),1.324193000793457
NN-NPZ,baseline,Computational Time (s),1.2081506252288818
NN-NPZ,baseline,Computational Time (s),1.1591823101043701
NN-NPZ,baseline,Computational Time (s),0.9439561367034912
NN-NPZ,baseline,Computational Time (s),1.5170159339904785
NN-NPZ,baseline,Computational Time (s),1.3580820560455322
NN-NPZ,baseline,Computational Time (s),1.3285057544708252
NN-NPZ,baseline,Computational Time (s),1.0068271160125732
NN-NPZ,baseline,Computational Time (s),1.0773558616638184
NN-NPZ,baseline,Computational Time (s),1.0910723209381104
NN-NPZ,baseline,Computational Time (s),1.0745153427124023
NN-NPZ,baseline,Computational Time (s),1.1172316074371338
NN-NPZ,baseline,Computational Time (s),1.353276014328003
NN-NPZ,baseline,Computational Time (s),1.123192310333252
NN-NPZ,baseline,Computational Time (s),1.0345923900604248
NN-NPZ,baseline,Computational Time (s),1.6240637302398682
NN-NPZ,baseline,Computational Time (s),1.3808133602142334
NN-NPZ,baseline,Computational Time (s),1.3229787349700928
NN-NPZ,baseline,Computational Time (s),1.366959810256958
NN-NPZ,baseline,Computational Time (s),1.4488294124603271
NN-NPZ,baseline,Computational Time (s),1.227234125137329
NN-NPZ,baseline,Computational Time (s),1.131861925125122
NN-NPZ,baseline,Computational Time (s),1.317918062210083
NN-NPZ,baseline,Computational Time (s),1.265397071838379
NN-NPZ,baseline,Computational Time (s),1.1025817394256592
NN-NPZ,baseline,Computational Time (s),1.1033611297607422
NN-NPZ,baseline,Computational Time (s),1.1157479286193848
NN-NPZ,baseline,Computational Time (s),1.1512727737426758
NN-NPZ,baseline,Computational Time (s),1.3152754306793213
NN-NPZ,baseline,Computational Time (s),1.2956271171569824
NN-NPZ,baseline,Computational Time (s),1.0673434734344482
NN-NPZ,baseline,Computational Time (s),1.1742191314697266
NN-NPZ,baseline,Computational Time (s),1.1479334831237793
NN-NPZ,baseline,Computational Time (s),1.1425647735595703
NN-NPZ,baseline,Computational Time (s),1.1145505905151367
NN-NPZ,baseline,Computational Time (s),1.279480218887329
NN-NPZ,baseline,Computational Time (s),1.3036222457885742
NN-NPZ,baseline,Computational Time (s),1.0934603214263916
NN-NPZ,baseline,Computational Time (s),1.0684428215026855
NN-NPZ,baseline,Computational Time (s),1.1346371173858643
NN-NPZ,baseline,Computational Time (s),1.330415964126587
NN-NPZ,baseline,Computational Time (s),1.0696444511413574
NN-NPZ,baseline,Computational Time (s),1.0022926330566406
NN-NPZ,baseline,Computational Time (s),1.412130355834961
NN-NPZ,baseline,Computational Time (s),1.1379377841949463
NN-NPZ,baseline,Computational Time (s),1.1319940090179443
NN-NPZ,baseline,Computational Time (s),1.0859637260437012
NN-NPZ,baseline,Computational Time (s),1.5261881351470947
NN-NPZ,baseline,Computational Time (s),1.0085499286651611
NN-NPZ,baseline,Computational Time (s),1.050424575805664
NN-NPZ,baseline,Computational Time (s),1.0257627964019775
NN-NPZ,baseline,Computational Time (s),1.3646767139434814
NN-NPZ,baseline,Computational Time (s),1.1025402545928955
NN-NPZ,baseline,Computational Time (s),1.0805773735046387
NN-NPZ,baseline,Computational Time (s),1.2773418426513672
NN-NPZ,baseline,Computational Time (s),1.36210036277771
NN-NPZ,baseline,Computational Time (s),1.0472986698150635
NN-NPZ,baseline,Computational Time (s),1.343416690826416
NN-NPZ,baseline,Computational Time (s),1.2355272769927979
NN-NPZ,baseline,Computational Time (s),1.041043758392334
NN-NPZ,baseline,Computational Time (s),1.0750582218170166
NN-NPZ,baseline,Computational Time (s),1.3470265865325928
NN-NPZ,baseline,Computational Time (s),1.2715885639190674
NN-NPZ,baseline,Computational Time (s),1.0986671447753906
NN-NPZ,baseline,Computational Time (s),1.1313471794128418
NN-NPZ,baseline,Computational Time (s),1.0516057014465332
NN-NPZ,baseline,Computational Time (s),1.1800117492675781
NN-NPZ,baseline,Computational Time (s),1.333982229232788
NN-NPZ,baseline,Computational Time (s),1.0676345825195312
NN-NPZ,baseline,Computational Time (s),1.6454696655273438
NN-NPZ,baseline,Computational Time (s),1.0490427017211914
NN-NPZ,baseline,Computational Time (s),1.1897938251495361
NN-NPZ,baseline,Computational Time (s),1.057244062423706
NN-NPZ,baseline,Computational Time (s),1.2769074440002441
NN-NPZ,baseline,Computational Time (s),1.2525498867034912
NN-NPZ,baseline,Computational Time (s),1.1072711944580078
NN-NPZ,baseline,Computational Time (s),1.4699194431304932
NN-NPZ,baseline,Computational Time (s),1.229849100112915
NN-NPZ,baseline,Computational Time (s),1.4526324272155762
NN-NPZ,baseline,Computational Time (s),1.438321590423584
NN-NPZ,baseline,Computational Time (s),1.0363798141479492
NN-NPZ,baseline,Computational Time (s),1.5356934070587158
NN-NPZ,baseline,Computational Time (s),1.340177297592163
NN-NPZ,baseline,Computational Time (s),1.097994327545166
NN-NPZ,baseline,Computational Time (s),1.3204519748687744
NN-NPZ,baseline,Computational Time (s),1.107865333557129
NN-NPZ,baseline,Computational Time (s),1.0943355560302734
NN-NPZ,baseline,Computational Time (s),1.2398898601531982
NN-NPZ,baseline,Computational Time (s),1.2335710525512695
NN-NPZ,baseline,Computational Time (s),1.5859973430633545
NN-NPZ,baseline,Computational Time (s),1.1564366817474365
NN-NPZ,baseline,Computational Time (s),1.1824331283569336
NN-NPZ,baseline,Computational Time (s),1.1768677234649658
NN-NPZ,baseline,Computational Time (s),1.3630845546722412
NN-NPZ,baseline,Computational Time (s),1.203420877456665
NN-NPZ,baseline,Computational Time (s),1.0165119171142578
NN-NPZ,baseline,Computational Time (s),1.1786680221557617
NN-NPZ,baseline,Computational Time (s),1.0556552410125732
NN-NPZ,baseline,Computational Time (s),1.3792736530303955
NN-NPZ,baseline,Computational Time (s),1.4527466297149658
NN-NPZ,baseline,Computational Time (s),1.1212882995605469
NN-NPZ,baseline,Computational Time (s),1.0898056030273438
NN-NPZ,baseline,Computational Time (s),1.1531074047088623
NN-NPZ,baseline,Computational Time (s),1.1729822158813477
NN-NPZ,baseline,Computational Time (s),1.0451099872589111
NN-NPZ,baseline,Computational Time (s),1.1309032440185547
NN-NPZ,baseline,Computational Time (s),1.527825117111206
NN-NPZ,baseline,Computational Time (s),1.0480022430419922
NN-NPZ,baseline,Computational Time (s),1.0635097026824951
NN-NPZ,baseline,Computational Time (s),1.4274811744689941
NN-NPZ,baseline,Computational Time (s),1.6429600715637207
NN-NPZ,baseline,Computational Time (s),1.0637195110321045
NN-NPZ,baseline,Computational Time (s),1.429056167602539
NN-NPZ,baseline,Computational Time (s),0.91959547996521
NN-NPZ,baseline,Computational Time (s),1.0246291160583496
NN-NPZ,baseline,Computational Time (s),1.363492488861084
NN-NPZ,baseline,Computational Time (s),1.3603734970092773
NN-NPZ,baseline,Computational Time (s),1.2814209461212158
NN-NPZ,baseline,Computational Time (s),1.1268677711486816
NN-NPZ,baseline,Computational Time (s),1.5588619709014893
NN-NPZ,baseline,Computational Time (s),1.0082693099975586
NN-NPZ,baseline,Computational Time (s),1.3209419250488281
NN-NPZ,baseline,Computational Time (s),1.1372387409210205
NN-NPZ,baseline,Computational Time (s),1.1955513954162598
NN-NPZ,baseline,Computational Time (s),1.1779167652130127
NN-NPZ,baseline,Computational Time (s),1.1460933685302734
NN-NPZ,baseline,Computational Time (s),1.4990861415863037
NN-NPZ,baseline,Computational Time (s),1.1835784912109375
NN-NPZ,baseline,Computational Time (s),1.2921638488769531
NN-NPZ,baseline,Computational Time (s),1.1697020530700684
NN-NPZ,baseline,Computational Time (s),1.273972511291504
NN-NPZ,baseline,Computational Time (s),1.1147098541259766
NN-NPZ,baseline,Computational Time (s),1.022731065750122
NN-NPZ,baseline,Computational Time (s),0.9204223155975342
NN-NPZ,baseline,Computational Time (s),1.4325652122497559
NN-NPZ,baseline,Computational Time (s),1.2402629852294922
NN-NPZ,baseline,Computational Time (s),0.9427874088287354
NN-NPZ,baseline,Computational Time (s),1.2512269020080566
NN-NPZ,baseline,Computational Time (s),1.4737334251403809
NN-NPZ,baseline,Computational Time (s),1.2442195415496826
NN-NPZ,baseline,Computational Time (s),1.0551586151123047
NN-NPZ,baseline,Computational Time (s),1.1984708309173584
NN-NPZ,baseline,Computational Time (s),1.0459067821502686
NN-NPZ,baseline,Computational Time (s),1.3582100868225098
NN-NPZ,baseline,Computational Time (s),1.312030553817749
NN-NPZ,baseline,Computational Time (s),1.424433708190918
NN-NPZ,baseline,Computational Time (s),1.1140468120574951
NN-NPZ,baseline,Computational Time (s),1.3824427127838135
NN-NPZ,baseline,Computational Time (s),1.143040657043457
NN-NPZ,baseline,Computational Time (s),1.3358125686645508
NN-NPZ,baseline,Computational Time (s),1.0675818920135498
NN-NPZ,baseline,Computational Time (s),1.183553695678711
NN-NPZ,baseline,Computational Time (s),1.3427057266235352
NN-NPZ,baseline,Computational Time (s),1.1482305526733398
NN-NPZ,baseline,Computational Time (s),1.0403034687042236
NN-NPZ,baseline,Computational Time (s),1.2050273418426514
NN-NPZ,baseline,Computational Time (s),1.1971485614776611
NN-NPZ,baseline,Computational Time (s),1.055311679840088
NN-NPZ,baseline,Computational Time (s),1.0629520416259766
NN-NPZ,baseline,Computational Time (s),1.3381600379943848
NN-NPZ,baseline,Computational Time (s),1.672234296798706
NN-NPZ,baseline,Computational Time (s),1.140010118484497
NN-NPZ,baseline,Computational Time (s),1.0540406703948975
NN-NPZ,baseline,Computational Time (s),1.128469705581665
NN-NPZ,baseline,Computational Time (s),1.6313843727111816
