Name,_wandb,gpu_hours,gpu_minutes,gpu_seconds,runtime_hours
run_2025_09_23,,1.594153530995050,47.82460592985150,2869.476355791090,0.7970767654975260
run_2025_09_23,,1.59679156449106,47.9037469347318,2874.224816083910,0.79839578224553
run_2025_09_23,,1.5104357752535100,45.31307325760520,2718.784395456310,0.7552178876267540
run_2025_09_23,,1.5861107346746700,47.58332204024000,2854.999322414400,0.7930553673373330
run_2025_09_23,,1.5969336720307700,47.908010160923000,2874.48060965538,0.7984668360153830
run_2025_09_23,,1.73534551858902,52.06036555767060,3123.6219334602400,0.8676727592945100
run_2025_09_23,,1.7128494058715000,51.38548217614490,3083.128930568700,0.8564247029357490
run_2025_09_23,,1.603188591003420,48.095657730102500,2885.7394638061500,0.801594295501709
run_2025_09_23,,1.8176047127776700,54.52814138333000,3271.6884829998000,0.9088023563888340
run_2025_09_23,,1.4383872600396500,43.151617801189400,2589.097068071370,0.7191936300198240
run_2025_09_23,,1.62306875705719,48.6920627117157,2921.523762702940,0.811534378528595
run_2025_09_23,,1.5970070107777900,47.91021032333370,2874.6126194000200,0.7985035053888960
run_2025_09_23,,1.3030877192815100,39.092631578445400,2345.557894706730,0.6515438596407570
run_2025_09_23,,1.6275007242626600,48.82502172787980,2929.5013036727900,0.8137503621313310
run_2025_09_23,,1.6768278182877400,50.3048345486323,3018.2900729179400,0.8384139091438720
run_2025_09_23,,1.4501621905962600,43.50486571788790,2610.2919430732700,0.7250810952981310
run_2025_09_23,,1.5806867252455800,47.42060175736750,2845.236105442050,0.7903433626227910
run_2025_09_23,,1.5855821018748800,47.56746305624640,2854.0477833747900,0.7927910509374410
run_2025_09_23,,1.5763123767905800,47.289371303717300,2837.3622782230400,0.7881561883952880
run_2025_09_23,,1.5203262946340800,45.609788839022300,2736.587330341340,0.7601631473170390
run_2025_09_23,,1.473838892645310,44.21516677935920,2652.910006761550,0.736919446322653
run_2025_09_23,,1.4721963384416400,44.1658901532491,2649.9534091949500,0.7360981692208180
run_2025_09_23,,1.455045646826430,43.65136940479280,2619.082164287570,0.7275228234132130
run_2025_09_23,,1.6931290864944500,50.793872594833400,3047.6323556900000,0.8465645432472230
run_2025_09_23,,1.7097160322136300,51.29148096640910,3077.488857984540,0.8548580161068170
run_2025_09_23,,1.8438031036324000,55.31409310897190,3318.845586538320,0.9219015518161990
run_2025_09_23,,1.7349367807971100,52.04810342391330,3122.886205434800,0.8674683903985550
run_2025_09_23,,1.7599204214414000,52.79761264324190,3167.856758594510,0.8799602107206980
run_2025_09_23,,1.8112412667274500,54.33723800182340,3260.2342801094100,0.9056206333637240
run_2025_09_23,,1.5362484428617700,46.087453285853100,2765.247197151180,0.7681242214308840
run_2025_09_23,,1.421858534415560,42.65575603246690,2559.3453619480100,0.7109292672077820
run_2025_09_23,,1.6881353057755400,50.64405917326610,3038.6435503959700,0.8440676528877680
run_2025_09_23,,1.6850165870454600,50.55049761136370,3033.0298566818200,0.8425082935227290
run_2025_09_23,,1.5819873627026900,47.459620881080600,2847.5772528648400,0.7909936813513440
run_2025_09_23,,1.3899479066001000,41.698437198003100,2501.906231880190,0.6949739533000520
run_2025_09_23,,1.6269679421848700,48.80903826554620,2928.54229593277,0.8134839710924360
run_2025_09_23,,1.678329239288970,50.349877178669000,3020.9926307201400,0.839164619644483
run_2025_09_23,,1.6710933890607600,50.13280167182290,3007.968100309370,0.8355466945303810
run_2025_09_23,,1.9142396489779200,57.42718946933750,3445.631368160250,0.9571198244889580
run_2025_09_23,,1.6081927614741900,48.245782844225600,2894.746970653530,0.8040963807370930
run_2025_09_23,,1.340864377816520,40.22593133449550,2413.5558800697300,0.6704321889082590
run_2025_09_23,,1.830831307172780,54.92493921518330,3295.4963529110000,0.9154156535863880
run_2025_09_23,,1.4476027878125500,43.42808363437650,2605.6850180625900,0.7238013939062750
run_2025_09_23,,1.4427906885412000,43.283720656236000,2597.0232393741600,0.7213953442706000
run_2025_09_23,,1.703855097691220,51.115652930736500,3066.9391758441900,0.8519275488456090
run_2025_09_23,,1.4773683342668700,44.32105002800620,2659.263001680370,0.7386841671334370
run_2025_09_23,,1.6010766230689200,48.032298692067500,2881.937921524050,0.8005383115344580
run_2025_09_23,,1.412387601269620,42.37162803808850,2542.297682285310,0.706193800634808
run_2025_09_23,,1.578941561513480,47.36824684540430,2842.0948107242600,0.7894707807567390
run_2025_09_23,,1.321083288722570,39.63249866167700,2377.9499197006200,0.660541644361284
